# NGE V1.26 — English phrase bank, TRANCHE 1 (design §4 + Appendix B)
# Columns: slot / archetype / sentiment / era_from / era_to / text
# archetype 'any' = usable by all; sentiment 'any' = usable at any sentiment.
# Micro-slots filled by the ENGINE from real data:
#   {title} {platform} {genre} {publisher} {developer} {price} {city}
#   {n_years} {credit_amount} {year} {month_name} {condition_grade}
# Micro-slots resolved recursively from THIS bank (rows whose slot matches):
#   {praise_verb} {flaw_noun} {kid_word} {family_word} {staff_detail}
#   {expire_phrase} {store_word} {time_ago} {era_slang_pos} {era_slang_neg}
# Quirk noise (typos, caps, punctuation) is applied AFTER assembly per the
# archetype dials in archetypes.tsv — do not bake typos into fragments except
# where the voice demands it (capslock/driveby rows may carry them).
slot	archetype	sentiment	era_from	era_to	text
opener_parent	parent	any	2005	2016	Reviewing on behalf of a very opinionated eight-year-old and myself.
opener_parent	parent	any	2005	2016	Bought under duress after weeks of 'everyone else has it.'
opener_parent	parent	any	2005	2016	Parent here. The kids are the experts; I'm the wallet and the referee.
opener_parent	parent	any	2005	2016	This was the big present this year, so no pressure on it or anything.
opener_parent	parent	any	2005	2016	I don't play games, but I do buy them, wrap them, and hear about them nonstop.
opener_parent	parent	any	2005	2016	Grandkid wanted it, grandkid got it, grandkid has explained it to me twice.
opener_parent	parent	any	2005	2016	A birthday review from a household that now argues about this game.
opener_parent	parent	any	2005	2016	Bought it to stop the pestering. Stayed for the surprisingly nice family evenings.
opener_parent	parent	any	2005	2016	Full disclosure: I only know this game through a nine-year-old's commentary.
opener_parent	parent	any	2005	2016	The things we buy for our children. Here's how this one landed.
opener_parent	parent	any	2005	2016	Two kids, one console, one copy of this. Imagine the negotiations.
opener_parent	parent	any	2005	2016	I'm the parent who actually reads the age rating. Notes below for the others.
opener_collector	collector	any	2005	2016	Another one for the shelf. Grading notes as ever.
opener_collector	collector	any	2005	2016	Tracked this down for longer than I'll admit. Arrived today.
opener_collector	collector	any	2005	2016	Condition report incoming. The game itself is not really the point for me.
opener_collector	collector	any	2005	2016	Filling a gap in the collection that has bothered me for years.
opener_collector	collector	any	2005	2016	Complete-in-box or it doesn't go on the shelf. Let's see how this did.
opener_collector	collector	any	2005	2016	I collect, I don't hoard. There is a difference and this review explains it.
opener_collector	collector	any	2005	2016	The hunt is half the hobby. Here's where this specimen ended up.
opener_collector	collector	any	2005	2016	For the collectors reading: yes, I checked the label alignment. Obviously.
opener_collector	collector	any	2005	2016	New arrival, white gloves on, notes below.
opener_collector	collector	any	2005	2016	Been chasing a clean copy of this for three years. Judgement day.
opener_hype	capslock	any	2005	2011	STOP SCROLLING. read this first.
opener_hype	capslock	any	2005	2011	i dont write reviews but WOW ok
opener_hype	capslock	any	2005	2011	my hands are still shaking so excuse the typing
opener_hype	capslock	any	2005	2011	ok so. OK SO.
opener_hype	capslock	any	2005	2011	someone had to say it and its gonna be me
opener_hype	capslock	any	2012	2016	Alright, gather round, the old head has thoughts.
opener_hype	capslock	any	2012	2016	I'm calmer than I was in 2007 but only barely.
opener_hype	capslock	any	2012	2016	Deep breath. Okay. Let's talk about this one.
opener_deal	dealhunter	any	2005	2016	Waited nine months, paid a third of launch. This is the way.
opener_deal	dealhunter	any	2005	2016	Bargain bin, bottom shelf, back of the store. My natural habitat.
opener_deal	dealhunter	any	2005	2016	Never paid full price for a game in my life and I'm not starting now.
opener_deal	dealhunter	any	2005	2016	Found this in a clearance box under a broken fan. Review reflects the price.
opener_deal	dealhunter	any	2005	2016	Price-per-hour is the only metric that matters. Let's do the math.
opener_deal	dealhunter	any	2005	2016	Some people wait for reviews. I wait for the price to break.
opener_deal	dealhunter	any	2005	2016	Sale alert brought me here; the game kept me. Sort of.
opener_deal	dealhunter	any	2005	2016	For what I paid, my expectations were a coupon and a prayer.
opener_long	essayist	any	2005	2016	Grab a coffee; this one earned the long treatment.
opener_long	essayist	any	2005	2016	I've started this review four times. Here's the fifth and final attempt.
opener_long	essayist	any	2005	2016	A game this divisive deserves more than a thumbs up or down, so bear with me.
opener_long	essayist	any	2005	2016	Let me talk you through why this stayed with me long after the credits.
opener_long	essayist	any	2005	2016	This is less a review than an argument I need to get out of my head.
opener_long	essayist	any	2005	2016	I'll try to be concise and fail immediately, because there's a lot here.
opener_long	essayist	any	2005	2016	Some games you rate; some you have to write your way through. This is the latter.
opener_long	essayist	any	2005	2016	Consider this the review I wish I'd read before buying.
opener_long	essayist	any	2005	2016	Settle in. I have opinions and I have footnotes.
opener_long	essayist	any	2005	2016	I promised myself I'd keep this short. We both know how that goes.
opener_troll_contrarian	troll	neg	2006	2016	Here to be the villain in your favourite game's reviews.
opener_troll_contrarian	troll	neg	2006	2016	Someone check the water supply, everyone's lost their minds over this.
opener_troll_contrarian	troll	neg	2006	2016	Counterpoint, since apparently I'm the only one thinking clearly.
opener_troll_contrarian	troll	neg	2006	2016	Time for your regularly scheduled reality check.
opener_troll_contrarian	troll	neg	2006	2016	The emperor has no clothes and I brought a camera.
opener_troll_ironic	troll	pos	2006	2016	Five stars, ironically, and I will die on this hill.
opener_troll_ironic	troll	pos	2006	2016	Genuinely the funniest thing I've played all year, none of it on purpose.
opener_troll_ironic	troll	pos	2006	2016	A masterpiece of unintentional comedy. Bravo.
opener_refund	bucks_victim	any	2015	2016	Buckle up, this is a story about 'store credit.'
opener_refund	bucks_victim	any	2015	2016	The game's fine. The refund policy is the villain here.
opener_refund	bucks_victim	any	2015	2016	Let me save you the trouble I just went through.
opener_refund	bucks_victim	any	2015	2016	This review is a warning, not a recommendation.
experience	any	any	2005	2016	I went in for twenty minutes and surfaced three hours later.
experience	any	any	2005	2016	It took me two sittings to see what all the fuss was about.
experience	any	any	2005	2016	The opening drags; push past it and the game finally shows up.
experience	any	any	2005	2016	Somewhere around the halfway mark it clicked, and then I couldn't stop.
experience	any	any	2005	2016	First playthrough blind, second with a guide, third to argue with this review.
experience	any	any	2005	2016	I put it down twice and picked it back up twice. That has to mean something.
experience	any	any	2005	2016	It respects a lunch break: easy to start, hard to leave.
experience	any	any	2005	2016	By the end I was rationing it out so it wouldn't finish too soon.
experience	any	any	2005	2016	The middle third is where it lives or dies, and mine barely survived.
experience	any	any	2005	2016	I played more of this than I meant to and less than it deserved.
experience	any	any	2005	2016	It sank its hooks in before I'd decided whether I liked it.
experience	any	any	2005	2016	A slow burn worth tending, if you have the patience.
experience	any	any	2005	2016	I lost a weekend and found a new favourite, roughly in that order.
experience	any	any	2005	2016	Two evenings in and I already knew how I felt; I finished it anyway to be fair.
experience	any	any	2005	2016	It grew on me like a splinter, slowly and against my will.
praise_detail	any	pos	2005	2016	The pacing is the quiet triumph here; nothing overstays its welcome.
praise_detail	any	pos	2005	2016	Whoever did the sound design deserves their name above the title.
praise_detail	any	pos	2005	2016	It nails the one thing the genre usually fumbles: making failure feel fair.
praise_detail	any	pos	2005	2016	The art direction will outlive the hardware it launched on.
praise_detail	any	pos	2005	2016	Small mercies everywhere — quick restarts, honest checkpoints, no filler.
praise_detail	any	pos	2005	2016	It trusts the player, which in this genre is practically radical.
praise_detail	any	pos	2005	2016	The systems interlock so cleanly you stop noticing them and just play.
praise_detail	any	pos	2005	2016	There's a confidence to it — it knows exactly what it wants to be.
praise_detail	any	pos	2005	2016	The writing punches above every expectation I had for a game like this.
praise_detail	any	pos	2005	2016	It's the rare sequel that improves the original without betraying it.
praise_detail	any	pos	2005	2016	You can feel the years of iteration in how little of it is wasted.
praise_detail	any	pos	2005	2016	It's beautiful in motion in a way screenshots genuinely undersell.
praise_detail	any	pos	2005	2016	The last hour recontextualises the first, and I love it for that.
praise_detail	any	pos	2005	2016	It does one thing better than anything else on the platform, and that's enough.
praise_detail	any	pos	2005	2016	The difficulty options are generous without ever being condescending.
flaw_detail	any	neg	2005	2016	The load times aren't a nuisance, they're an intermission.
flaw_detail	any	neg	2005	2016	Every good idea here is fighting three bad ones for screen time.
flaw_detail	any	neg	2005	2016	The tutorial never ends and the game never quite begins.
flaw_detail	any	neg	2005	2016	It confuses length with content and pads accordingly.
flaw_detail	any	neg	2005	2016	The framerate treats sixty as a suggestion and thirty as a dream.
flaw_detail	any	neg	2005	2016	Bugs I could forgive; the design decisions are the real problem.
flaw_detail	any	neg	2005	2016	It asks for forty hours and earns about twelve of them.
flaw_detail	any	neg	2005	2016	The UI was clearly designed by someone who never had to use it.
flaw_detail	any	neg	2005	2016	The story sets up a dozen threads and pays off maybe two.
flaw_detail	any	neg	2005	2016	There's a good ten-hour game trapped inside this thirty-hour one.
flaw_detail	any	neg	2005	2016	The checkpointing is actively hostile, like the game is mad at you.
flaw_detail	any	neg	2005	2016	It launches broken and asks you to wait for the patch you already paid for.
flaw_detail	any	neg	2005	2016	The best part is the part they used in the ads, and it's over in an hour.
flaw_detail	any	neg	2005	2016	It's not that it's hard. It's that it's unfair, and it can't tell the difference.
flaw_detail	any	neg	2005	2016	Whoever signed off on the final boss owes everyone an apology.
verdict_short_pos	driveby	pos	2005	2016	peak
verdict_short_pos	driveby	pos	2005	2016	no notes
verdict_short_pos	driveby	pos	2005	2016	buy it twice
verdict_short_pos	driveby	pos	2005	2016	GOTY easily
verdict_short_pos	driveby	pos	2005	2016	obsessed
verdict_short_pos	driveby	pos	2005	2016	underrated
verdict_short_pos	driveby	pos	2005	2016	instant classic
verdict_short_pos	driveby	pos	2005	2016	worth it
verdict_short_pos	driveby	pos	2005	2016	10/10 no regrets
verdict_short_pos	driveby	pos	2005	2016	yes
verdict_short_pos	driveby	pos	2005	2016	cant put it down
verdict_short_pos	driveby	pos	2005	2016	slaps
verdict_short_mixed	driveby	mixed	2005	2016	it's fine
verdict_short_mixed	driveby	mixed	2005	2016	6/10
verdict_short_mixed	driveby	mixed	2005	2016	has its moments
verdict_short_mixed	driveby	mixed	2005	2016	meh but ok
verdict_short_mixed	driveby	mixed	2005	2016	rent first
verdict_short_mixed	driveby	mixed	2005	2016	middle of the road
verdict_short_mixed	driveby	mixed	2005	2016	aggressively okay
verdict_short_mixed	driveby	mixed	2005	2016	3 stars moving on
verdict_short_mixed	driveby	mixed	2005	2016	eh
verdict_short_mixed	driveby	mixed	2005	2016	its whatever
verdict_short_mixed	driveby	mixed	2005	2016	fine for a sale
verdict_short_mixed	driveby	mixed	2005	2016	5/10
verdict_short_neg	driveby	neg	2005	2016	skip it
verdict_short_neg	driveby	neg	2005	2016	nope
verdict_short_neg	driveby	neg	2005	2016	0/10
verdict_short_neg	driveby	neg	2005	2016	refund incoming
verdict_short_neg	driveby	neg	2005	2016	waste
verdict_short_neg	driveby	neg	2005	2016	hard pass
verdict_short_neg	driveby	neg	2005	2016	avoid
verdict_short_neg	driveby	neg	2005	2016	bad
verdict_short_neg	driveby	neg	2005	2016	sold it
verdict_short_neg	driveby	neg	2005	2016	2/10 would not
verdict_short_neg	driveby	neg	2005	2016	dropped it
verdict_short_neg	driveby	neg	2005	2016	boring
verdict_long	essayist	pos	2005	2016	In conclusion: flawed, essential, and already back on my shelf. Five stars.
verdict_long	essayist	pos	2005	2016	To sum a thousand words: it earned every hour and I'd give it more.
verdict_long	essayist	pos	2005	2016	Final word — buy it, finish it, then find someone to argue with about the ending.
verdict_long	essayist	pos	2005	2016	The verdict is simple even if the game isn't: this is the one to beat this year.
verdict_long	essayist	pos	2005	2016	I judge games by what they leave behind. This left a lot. Five stars, no hesitation.
verdict_long	essayist	pos	2005	2016	So: not for everyone, but everyone should try it once. That's my whole thesis.
verdict_long	essayist	pos	2005	2016	It'll be on best-of lists in a decade. Get ahead of the crowd.
verdict_long	essayist	pos	2005	2016	Rarely do I finish a game and immediately want to start again. This is one.
verdict_neg	any	neg	2005	2016	Save the money and buy the good one from three years ago.
verdict_neg	any	neg	2005	2016	Wait for it to be free, then wait a bit longer.
verdict_neg	any	neg	2005	2016	Return it while you still can. I couldn't, and here we are.
verdict_neg	any	neg	2005	2016	There are better ways to be disappointed for less money.
verdict_neg	any	neg	2005	2016	Skip it, tell a friend to skip it, form a small community around skipping it.
verdict_neg	any	neg	2005	2016	Two stars would be generous and I am not feeling generous.
verdict_neg	any	neg	2005	2016	Buy literally anything else on this shelf.
verdict_neg	any	neg	2005	2016	The kindest thing I can say is that it ends.
verdict_neg	any	neg	2005	2016	File under 'maybe on a deep, deep sale.'
verdict_neg	any	neg	2005	2016	One star, and that's for the loading-screen art, which slaps.
verdict_mixed	any	mixed	2005	2016	A solid rental in the old money. Try before you commit.
verdict_mixed	any	mixed	2005	2016	Three stars: better than its worst hour, worse than its best.
verdict_mixed	any	mixed	2005	2016	Worth it on sale, forgettable at full price.
verdict_mixed	any	mixed	2005	2016	Good bones, rough everything else. Wait for the patches.
verdict_mixed	any	mixed	2005	2016	I liked it and I can't fully recommend it. Both are true.
verdict_mixed	any	mixed	2005	2016	Borrow it, beat it, move on with no regrets and no strong feelings.
verdict_mixed	any	mixed	2005	2016	It's a seven that thinks it's a nine, priced like a ten.
verdict_mixed	any	mixed	2005	2016	Fine. Genuinely fine. Damning with faint praise, I know.
verdict_fan	superfan	pos	2005	2016	Best in the series and I've played them all twice. Day-one worth it.
verdict_fan	superfan	pos	2005	2016	The one we were promised. Finally.
verdict_fan	superfan	pos	2005	2016	Five stars and I'd tattoo the logo. Slightly kidding.
verdict_fan	superfan	pos	2005	2016	This is why I never gave up on them. Vindicated.
verdict_neg_fan	superfan	neg	2005	2016	It hurts to rate a game from this series this low. But here we are.
verdict_neg_fan	superfan	neg	2005	2016	Two stars, both of them nostalgia. The game earned neither.
verdict_neg_fan	superfan	neg	2005	2016	I'll still buy the next one. That's not praise, it's a diagnosis.
time_ago	any	any	2005	2016	on a whim last month
time_ago	any	any	2005	2016	the day it dropped
time_ago	any	any	2005	2016	during the summer drought
time_ago	any	any	2005	2016	after ignoring it for a year
time_ago	any	any	2005	2016	the moment it hit the sale
time_ago	any	any	2005	2016	two paydays ago
kid_word	any	any	2005	2016	twins
kid_word	any	any	2005	2016	stepson
kid_word	any	any	2005	2016	goddaughter
kid_word	any	any	2005	2016	little one
kid_word	any	any	2005	2016	teenager
staff_detail	any	any	2005	2016	remembered my name and my backlog
staff_detail	any	any	2005	2016	let me hear it running before I bought
staff_detail	any	any	2005	2016	threw in a used controller for the trouble
staff_detail	any	any	2005	2016	walked a nervous first-time parent through the whole thing
praise_verb	any	any	2005	2016	knew the release calendar better than the publisher
praise_verb	any	any	2005	2016	sorted me out without any fuss
praise_verb	any	any	2005	2016	saved me from buying the wrong edition twice

# ---- TRANCHE 2b: mid-body + archetype-specific slots (2026-07-19) ----
spec_detail	technerd	any	2005	2016	Native res is below the box's claim; I counted the jaggies so you don't have to.
spec_detail	technerd	any	2005	2016	Audio is compressed harder than it should be — cymbals turn to static in busy scenes.
spec_detail	technerd	any	2005	2016	The 30fps cap is fine; the 30fps cap that dips to 22 in cutscenes is not.
spec_detail	technerd	any	2005	2016	Install footprint is double the box quote once the day-one data lands.
spec_detail	technerd	any	2005	2016	Controller latency measured at the pad, not the panel: adds ~2 frames over last gen.
spec_detail	technerd	any	2005	2016	Draw distance pops in about forty feet out. Noticeable on the vehicle sections.
spec_detail	technerd	any	2005	2016	The 'widescreen' mode is a stretched 4:3 buffer. Look at the HUD circles and weep.
spec_detail	technerd	any	2005	2016	Anti-aliasing is doing nothing at this resolution; verify with a still and a magnifier.
spec_detail	technerd	any	2005	2016	Texture streaming stutters on the stock drive; the swap fixed 80% of it.
spec_detail	technerd	any	2005	2016	Color banding in the dark scenes screams 6-bit panel handling. Yours may vary.
spec_detail	technerd	any	2005	2016	The framerate graph is a saw blade, not a line. I have the capture if anyone doubts it.
spec_detail	technerd	any	2005	2016	Region-locked at the disc level, not the menu, before anyone asks the obvious.	media_disc
flaw_tech	technerd	any	2005	2016	Screen tearing with vsync OFF I expect; screen tearing with vsync ON is a bug.
flaw_tech	technerd	any	2005	2016	It ignores the console's display settings entirely and forces its own gamma.
flaw_tech	technerd	any	2005	2016	The netcode is peer-to-peer with no host migration. In 2011. Inexcusable.
flaw_tech	technerd	any	2005	2016	Load-to-menu is 40 seconds, menu-to-game another 30. A minute of logo screens.
flaw_tech	technerd	any	2005	2016	It doesn't buffer inputs during the animation, so combos drop for no reason.
flaw_tech	technerd	any	2005	2016	The 'HD remaster' is the same assets at a higher output res. Upscale, not remaster.
flaw_tech	technerd	any	2005	2016	Frame pacing is uneven even at a locked framerate — the judder is the tell.
flaw_tech	technerd	any	2005	2016	It renders the UI at native but the world at 60% and never tells you.
flaw_tech	technerd	any	2005	2016	Dolby on the box, stereo in practice. I checked the bitstream.
flaw_tech	technerd	any	2005	2016	The patch that 'fixed' the framerate just lowered the resolution. I measured both.
flaw_tech	technerd	any	2005	2016	Motion blur is masking the framerate, not enhancing the look. Turn it off and see.
flaw_tech	technerd	any	2005	2016	It crashes on save if the card is over 80% full. Reproduced three times.
methodology	technerd	any	2005	2016	Test rig and full numbers are in my profile, as always.
methodology	technerd	any	2005	2016	Every figure here is a worst-case across three runs, not a cherry-picked best.
methodology	technerd	any	2005	2016	I disabled every enhancement setting to measure the game, not my TV.
methodology	technerd	any	2005	2016	Same {medium}, same console, cold boot each time — controlled as I can make it at home.
methodology	technerd	any	2005	2016	Numbers taken with a frame counter overlay, not eyeballed. Eyeballing is how people get fooled.
methodology	technerd	any	2005	2016	I benched launch and post-patch so the deltas are apples to apples.
methodology	technerd	any	2005	2016	Measured on a CRT and a calibrated flat panel to separate game from display.
experience_loud	capslock	any	2005	2011	didnt eat didnt sleep just PLAYED
experience_loud	capslock	any	2005	2011	called in 'sick' the next day WORTH IT
experience_loud	capslock	any	2005	2011	my thumb has a blister and i regret NOTHING
experience_loud	capslock	any	2005	2011	finished it then IMMEDIATELY started new game plus
praise_loud	capslock	pos	2005	2011	the FINAL BOSS had me standing up out of my chair
praise_loud	capslock	pos	2005	2011	the soundtrack is on my MP3 PLAYER right now no joke
praise_loud	capslock	pos	2005	2011	every level is a HIGHLIGHT i mean it
praise_loud	capslock	pos	2005	2011	my friends dont believe the graphics are REAL TIME
flaw_loud	capslock	any	2005	2011	WHY is there no save point before the boss WHY
flaw_loud	capslock	any	2005	2011	50 dollars and it CRASHED on the last level i cried
flaw_loud	capslock	any	2005	2011	the online is UNPLAYABLE dont even try
condition_note	collector	any	2005	2016	Spine card intact, which for this title is basically a miracle.
condition_note	collector	any	2005	2016	Manual has one dog-eared corner; everything else is museum-grade.
condition_note	collector	any	2005	2016	Cart contacts a little tarnished but a pencil eraser sorted that in a minute.	media_cartridge
condition_note	collector	any	2005	2016	Case hinge cracked in transit — not the shop's fault, but noting it for the grade.
condition_note	collector	any	2005	2016	Original receipt was still tucked in the manual. Previous owner, respect.
condition_note	collector	any	2005	2016	Disc is flawless, artwork is sun-faded. A fair trade at this price.	media_disc
condition_note	collector	any	2005	2016	Shrink-wrap intact but I opened it, because a game is for playing.
condition_note	collector	any	2005	2016	Comes with the pre-order pin nobody kept. That's the real find here.
grading_gripe	collector	neg	2005	2016	'Complete' apparently no longer includes the manual. Since when?
grading_gripe	collector	neg	2005	2016	Graded 'Like New' with a price sticker melted into the front. Do better.
grading_gripe	collector	neg	2005	2016	There's a rental-store label under the shrink. So it's NOT sealed, is it.
grading_gripe	collector	neg	2005	2016	Someone wrote their name on the {medium} in marker. That's 'Used - Vandalised.'
grading_gripe	collector	neg	2005	2016	The disc rattled in the case the whole way here. Zero padding.	media_disc
launch_story	superfan	any	2005	2013	Queued in the rain for this. The rain lost.
launch_story	superfan	any	2005	2013	The whole line broke into the theme song at midnight. I'm not crying, you are.
launch_story	superfan	any	2005	2013	Store ran out; the manager sold me the display copy off the wall. Legend.
launch_story	superfan	any	2005	2013	Drove two towns over because my local didn't do a midnight. No regrets.
launch_story	superfan	any	2005	2013	Met three people in that queue I still play with online. That's the series to me.
loyalty_note	superfan	any	2005	2016	I'll be first in line for the next one regardless. You know this.
loyalty_note	superfan	any	2005	2016	Twenty years in and they've earned the benefit of the doubt. This time.
loyalty_note	superfan	any	2005	2016	This series raised me. I'm allowed to be a little biased about it.
refund_story	bucks_victim	any	2015	2016	Disc was cracked out of the shrink-wrap. Not a scratch — a crack. Took it straight back.	media_disc
refund_story	bucks_victim	any	2015	2016	Wrong region entirely. Sealed, sold to me anyway, and then the 'refund' began.
refund_story	bucks_victim	any	2015	2016	The console died in nine days. Nine. Within every warranty they advertise.
refund_story	bucks_victim	any	2015	2016	Bought the wrong version by their own mislabeling and tried to return it same day.
bucks_rage	bucks_victim	any	2015	2016	So my cash becomes 'Bucks,' the Bucks have an expiry, and the shops have an expiry. Cute.
bucks_rage	bucks_victim	any	2015	2016	I asked for the manager. The manager also had EmporiumBucks and looked just as trapped.
bucks_rage	bucks_victim	any	2015	2016	It's my money with a leash on it and the leash is nailed to a sinking ship.
bucks_rage	bucks_victim	any	2015	2016	They call it store credit. I call it a coupon for a store that won't exist.
closure_ref	any	neg	2013	2016	Three of the four stores I grew up with are shuttered now. You feel it walking in.
closure_ref	any	neg	2013	2016	The staff are lovely and clearly know they're being wound down. It's grim.
closure_ref	any	neg	2013	2016	Half the shelves are empty and the other half are 70% off. Read the room, it says.
price_note	dealhunter	pos	2005	2016	Cost me less than the DLC costs the people who paid launch. Poetry.
price_note	dealhunter	pos	2005	2016	At this price I'd forgive a lot, and happily I don't have to.
price_note	dealhunter	pos	2005	2016	Cheaper than the strategy guide, and it IS the strategy guide, essentially.
price_note	dealhunter	pos	2005	2016	Pound for pound the best thing in the bargain bin this quarter.
price_gripe	dealhunter	neg	2005	2016	Even free would be steep once you count the hours it wasted.
price_gripe	dealhunter	neg	2005	2016	Half price and still overpriced. That's a talent, really.
price_gripe	dealhunter	neg	2005	2016	I've found better in the 'four for a fiver' box, and that box has standards.
bait_line	troll	any	2006	2016	The graphics are carrying a corpse and you're applauding the pallbearer.
bait_line	troll	any	2006	2016	Name one original idea in it. I'll wait. I've got all the time you spent defending it.
bait_line	troll	any	2006	2016	'It gets good after 20 hours' is the funniest sentence in this hobby.
bait_line	troll	any	2006	2016	Nostalgia is not a game mechanic, no matter how hard you review-bomb this.
bait_line	troll	any	2006	2016	You didn't like the game, you liked being fourteen. Understandable. Still one star.
bait_line	troll	any	2006	2016	Every fanbase gets the review it deserves. Say hi.
bait_line	troll	any	2006	2016	I'm not saying you have no taste. The rating is saying it for me.
bait_line	troll	any	2006	2016	Bold of a game this derivative to charge full price and bolder of you to pay it.
dismiss_classic	troll	neg	2006	2016	Take away the theme song and you've got a tech demo with a fanbase.
dismiss_classic	troll	neg	2006	2016	It's held up the way a museum piece holds up: behind glass, don't touch, don't question.
dismiss_classic	troll	neg	2006	2016	Groundbreaking in its day, sure. It is no longer its day.
dismiss_classic	troll	neg	2006	2016	The 'best game ever' according to people who stopped playing games that same year.
minor_flaw	any	any	2005	2016	Docking half a star for the checkpoint before the final boss. You'll understand.
minor_flaw	any	any	2005	2016	The map screen is a mess, but you memorise it eventually and stop caring.
minor_flaw	any	any	2005	2016	One song on the soundtrack loops too short and now I can't unhear it.
minor_flaw	any	any	2005	2016	The inventory limit is annoying but arguably keeps you honest.
minor_flaw	any	any	2005	2016	A couple of difficulty spikes feel unplaytested, though nothing fatal.
minor_flaw	any	any	2005	2016	The fast-travel unlocks about ten hours too late. Minor, but felt.
minor_flaw	any	any	2005	2016	Some of the voice acting is rough; the lead carries it though.
minor_flaw	any	any	2005	2016	The photo mode is bad, which shouldn't matter and somehow does.
praise_grudging	grouch	any	2005	2016	I'll concede the boss design is smarter than the genre deserves.
praise_grudging	grouch	any	2005	2016	The ending, and only the ending, justified the slog. Barely.
praise_grudging	grouch	any	2005	2016	Against my nature, I have to admit the co-op is a good time.
praise_grudging	grouch	any	2005	2016	Fine — the world is beautifully made. My quota of kindness is spent.
praise_grudging	grouch	any	2005	2016	It does one thing right and it does it often enough that I finished it.
weigh_up	any	mixed	2005	2016	So do the highs outweigh the lows? On alternating days, yes.
weigh_up	any	mixed	2005	2016	It's a game I respect more than I enjoyed, if that distinction means anything.
weigh_up	any	mixed	2005	2016	I'd tell a friend to play it and warn them in the same breath.
comparison	any	any	2005	2016	It's the second-best game in its own series, which is either praise or a warning.
comparison	any	any	2005	2016	Think of the good one, subtract the confidence, add a year of delay. That's this.
comparison	any	any	2005	2016	If you bounced off the last one, this won't win you back.
signoff	any	any	2005	2016	Anyway. Stars above, take them or leave them.
signoff	any	any	2005	2016	That's my two cents, adjusted for inflation.
signoff	any	any	2005	2016	Do with this what you will; I've said my piece.
signoff	any	any	2005	2016	Off to play something else now. Probably.
postscript	any	any	2005	2016	EDIT: the patch helped. Bumping half a star I can't actually give in stars.
postscript	any	any	2005	2016	EDIT: yes I finished it before reviewing, unlike some.
postscript	any	any	2005	2016	EDIT: to the people in my inbox — no.
# --- V1.27 immersion: retro framing (requires=retro), dev/genre/title, censored ---
experience	any	any	2005	2016	Coming back to a {game_age}-year-old {genre} in {year}, I expected it to feel dated. Mostly it does not.	retro
experience	any	any	2005	2016	Yes, I am reviewing a {release_year} game in {year} — some of us are still clearing the backlog.	retro
experience	essayist	any	2005	2016	Revisiting {title} {game_age} years on, it is striking what held up and what really did not.	retro
context	any	any	2005	2016	Picked this up long after release — a {release_year} title finally getting its turn on my shelf.	retro
context	essayist	any	2005	2016	For the record this is a retrospective, not a launch take: {game_age} years late and worth the wait.	retro
praise_detail	any	pos	2005	2016	It has aged better than most {genre} of its era — {release_year} and still worth an evening.	retro
verdict_mixed	any	mixed	2005	2016	As a {game_age}-year-old {genre} it is an easy recommend for the curious; at full price back then, less so.	retro
praise_detail	any	pos	2005	2016	Classic {developer} craft — the studio's fingerprints are all over the {genre} design.	has_developer
praise_detail	superfan	pos	2005	2016	{developer} understood the brief. This is the {genre} the series always promised.	has_developer
praise_detail	any	pos	2005	2016	{title} is the rare {genre} that respects your time and your intelligence.
experience	any	any	2005	2016	If you have played other {developer} {genre} games, you will know the rhythm inside twenty minutes.	has_developer
experience	essayist	any	2005	2016	{title} sits comfortably beside the better {genre} releases I have played this generation.
flaw_detail	any	neg	2005	2016	I expected more from {developer}; this is a step back from their last {genre}.	has_developer
flaw_detail	any	neg	2005	2016	Whatever {title} promised on paper drowns in the same {genre} mistakes we have seen a hundred times.
verdict_mixed	any	mixed	2005	2016	A middling {genre}, but {developer} have earned enough goodwill that I will try the next one.	has_developer
signoff	any	any	2005	2016	That is {title} — make of it what you will.
opener_fan	superfan	any	2005	2016	A new {developer} {genre} is a day-one purchase in this house, no questions.	has_developer
censored	any	any	2005	2016	****
censored	any	any	2005	2016	s***
censored	any	any	2005	2016	bull****
censored	any	any	2005	2016	c**p
censored	any	any	2005	2016	p***
bait_line	troll	any	2006	2016	Imagine paying full price for this {censored}.
bait_line	troll	any	2006	2016	It is {censored}, and the comments defending it are funnier than the game.
verdict_troll	troll	neg	2006	2016	One star. It is {censored} and you all know it.
flaw_loud	capslock	any	2005	2016	{censored} framerate. {censored} camera. i am DONE
flaw_loud	capslock	any	2005	2016	this is {censored}. absolute {censored}. HOW did this ship
refund_story	bucks_victim	any	2015	2016	Took the {censored} straight back — store credit only, naturally.
