country_code	city_name	street_name	osm_count
GB	Stoke-on-Trent	Shelton Old Road	17
GB	Stoke-on-Trent	Glebe Street	17
GB	Stoke-on-Trent	Cobridge Road	17
GB	Stoke-on-Trent	Wedgwood Drive	17
GB	Stoke-on-Trent	Church Street	16
GB	Stoke-on-Trent	Broad Street	16
GB	Stoke-on-Trent	Newcastle Street	15
GB	Stoke-on-Trent	High Lane	15
GB	Stoke-on-Trent	Porthill Roundabout	15
GB	Stoke-on-Trent	Queen Street	15
GB	Stoke-on-Trent	Scotia Road	14
GB	Stoke-on-Trent	Camp Road	14
GB	Stoke-on-Trent	Lower Street	14
GB	Stoke-on-Trent	Station Road	14
GB	Stoke-on-Trent	Lichfield Street	14
GB	Stoke-on-Trent	Whieldon Road	14
GB	Stoke-on-Trent	Hassell Street	13
GB	Stoke-on-Trent	Town Road	13
GB	Stoke-on-Trent	Reginald Mitchell Way	13
GB	Stoke-on-Trent	Brook Lane	13
GB	Stoke-on-Trent	Galingale View	13
GB	Stoke-on-Trent	Sideway Roundabout	12
GB	Stoke-on-Trent	Ryecroft	12
GB	Stoke-on-Trent	Moorland Road	12
GB	Stoke-on-Trent	Forge Lane	12
GB	Stoke-on-Trent	Heathcote Road	12
GB	Stoke-on-Trent	Blurton Road	12
GB	Stoke-on-Trent	George Eastham Avenue	12
GB	Stoke-on-Trent	Merrial Street	12
GB	Stoke-on-Trent	Stoke Road	12
GB	Stoke-on-Trent	Silverdale Road	11
GB	Stoke-on-Trent	Knutton Lane	11
GB	Stoke-on-Trent	Church Lane	11
GB	Stoke-on-Trent	University Avenue	11
GB	Stoke-on-Trent	Anchor Road	11
GB	Stoke-on-Trent	Milton Road	11
GB	Stoke-on-Trent	Lightwood Road	11
GB	Stoke-on-Trent	York Street	10
GB	Stoke-on-Trent	Hilton Road	10
GB	Stoke-on-Trent	Ford Green Road	10
GB	Stoke-on-Trent	Chell Heath Road	10
GB	Stoke-on-Trent	Festival Way	10
GB	Stoke-on-Trent	Old Hall Street	10
GB	Stoke-on-Trent	Westbury Road	10
GB	Stoke-on-Trent	West Street	10
GB	Stoke-on-Trent	Hanover Street	9
GB	Stoke-on-Trent	Barracks Road	9
GB	Stoke-on-Trent	Pool Dam	9
GB	Stoke-on-Trent	Victoria Place Link	9
GB	Stoke-on-Trent	Hanley Road	9
GB	Stoke-on-Trent	Park Hall Road	9
GB	Stoke-on-Trent	Weston Road	9
GB	Stoke-on-Trent	Grange Lane	9
GB	Stoke-on-Trent	North Street	9
GB	Stoke-on-Trent	New Inn Lane	9
GB	Stoke-on-Trent	Brymbo Road	9
GB	Stoke-on-Trent	New Century Street	9
GB	Stoke-on-Trent	George Street	9
GB	Stoke-on-Trent	Lonsdale Street	9
GB	Stoke-on-Trent	Peel Street	9
GB	Stoke-on-Trent	Etruria Roundabout	8
GB	Stoke-on-Trent	Bradwell Lane	8
GB	Stoke-on-Trent	Newport Lane	8
GB	Stoke-on-Trent	Nelson Place	8
GB	Stoke-on-Trent	Park Road	8
GB	Stoke-on-Trent	Birches Head Road	8
GB	Stoke-on-Trent	Beverley Drive	8
GB	Stoke-on-Trent	Milehouse Lane	8
GB	Stoke-on-Trent	Victoria Road	8
GB	Stoke-on-Trent	Darsham Gardens	8
GB	Stoke-on-Trent	Christchurch Street	8
GB	Stoke-on-Trent	Porthill Road	8
GB	Stoke-on-Trent	Clough Street	8
GB	Milton Keynes	H8 Standing Way	164
GB	Milton Keynes	V8 Marlborough Street	142
GB	Milton Keynes	V6 Grafton Street	141
GB	Milton Keynes	H6 Childs Way	140
GB	Milton Keynes	V10 Brickhill Street	135
GB	Milton Keynes	V7 Saxon Street	117
GB	Milton Keynes	H3 Monks Way	113
GB	Milton Keynes	H4 Dansteed Way	112
GB	Milton Keynes	H7 Chaffron Way	112
GB	Milton Keynes	H5 Portway	109
GB	Milton Keynes	V4 Watling Street	95
GB	Milton Keynes	H9 Groveway	94
GB	Milton Keynes	H10 Bletcham Way	90
GB	Milton Keynes	V11 Tongwell Street	78
GB	Milton Keynes	Newport Road	71
GB	Milton Keynes	Avebury Boulevard	51
GB	Milton Keynes	V3 Fulmer Street	50
GB	Milton Keynes	London Road	42
GB	Milton Keynes	V5 Great Monks Street	42
GB	Milton Keynes	Midsummer Boulevard	41
GB	Milton Keynes	Silbury Boulevard	38
GB	Milton Keynes	H2 Millers Way	37
GB	Milton Keynes	Fen Street	35
GB	Milton Keynes	V6 Grafton Gate	31
GB	Milton Keynes	Overgate	31
GB	Milton Keynes	V7 Saxon Gate	30
GB	Milton Keynes	Stratford Road	30
GB	Milton Keynes	Wolverton Road	28
GB	Milton Keynes	V2 Tattenhoe Street	28
GB	Milton Keynes	Oldbrook Boulevard	27
GB	Milton Keynes	Downs Barn Boulevard	25
GB	Milton Keynes	Buckingham Road	24
GB	Milton Keynes	Bradwell Road	22
GB	Milton Keynes	V9 Overstreet	22
GB	Milton Keynes	High Street	22
GB	Milton Keynes	Secklow Gate	21
GB	Milton Keynes	Bradwell Common Boulevard	21
GB	Milton Keynes	Shenley Road	20
GB	Milton Keynes	Marlborough Gate	20
GB	Milton Keynes	Fishermead Boulevard	20
GB	Milton Keynes	Langcliffe Drive	20
GB	Milton Keynes	V1 Snelshall Street	20
GB	Milton Keynes	Springfield Boulevard	18
GB	Milton Keynes	Witan Gate	16
GB	Milton Keynes	Redmoor Roundabout	15
GB	Milton Keynes	Elder Gate	15
GB	Milton Keynes	Simpson Road	15
GB	Milton Keynes	Arncliffe Drive	15
GB	Milton Keynes	North Grafton Roundabout	15
GB	Milton Keynes	Portway Roundabout	14
GB	Milton Keynes	Willen Road	14
GB	Milton Keynes	Northfield Drive	14
GB	Milton Keynes	Portway	13
GB	Milton Keynes	Willen Roundabout	13
GB	Milton Keynes	Roman Roundabout	12
GB	Milton Keynes	The Green	12
GB	Milton Keynes	Vincent Avenue	12
GB	Milton Keynes	Conniburrow Boulevard	12
GB	Milton Keynes	Bond Avenue	12
GB	Milton Keynes	Manor Road	11
GB	Milton Keynes	Queen Eleanor Street	11
GB	Milton Keynes	Winchester Circle	11
GB	Milton Keynes	Brinklow Roundabout	11
GB	Milton Keynes	Marsh Drive	11
GB	Milton Keynes	Favell Drive	11
GB	Milton Keynes	Padstow Avenue	11
GB	Milton Keynes	Tanners Drive	11
GB	Milton Keynes	Barnsdale Drive	11
GB	Milton Keynes	Woolstone Roundabout	10
GB	Milton Keynes	Tattenhoe Street	10
GB	Milton Keynes	Barnfield Drive	10
GB	Milton Keynes	Chippenham Drive	10
GB	Milton Keynes	Passmore	10
GB	Milton Keynes	Tanfield Lane	10
GB	Milton Keynes	Fortescue Drive	10
GB	Milton Keynes	Burchard Crescent	10
GB	Milton Keynes	Buckland Drive	10
GB	Milton Keynes	Rosemullion Avenue	10
GB	Milton Keynes	Princes Way	10
GB	Milton Keynes	Coffee Hall Roundabout	9
GB	Milton Keynes	Haversham Road	9
GB	Milton Keynes	Old Wolverton Road	9
GB	Milton Keynes	Little Linford Lane	9
GB	Milton Keynes	Church Street	9
GB	Milton Keynes	Whalley Drive	9
GB	Milton Keynes	Watling Street	9
GB	Milton Keynes	North Crawley Road	9
GB	Milton Keynes	Walton Road	9
GB	Milton Keynes	Kensington Drive	9
GB	Milton Keynes	Booker Avenue	9
GB	Milton Keynes	Benbow Court	9
GB	Milton Keynes	Isaacson Drive	9
GB	Milton Keynes	Milton Road	9
GB	Milton Keynes	Veryan Place	9
GB	Milton Keynes	Parklands	9
GB	Milton Keynes	H1 Ridgeway	9
GB	Milton Keynes	Ridgeway	9
GB	Milton Keynes	Braford Gardens	9
GB	Milton Keynes	Langway Street	9
GB	Milton Keynes	Cicero Crescent	9
GB	City of Westminster	Battersea Park Road	101
GB	City of Westminster	Grosvenor Road	87
GB	City of Westminster	Queenstown Road	85
GB	City of Westminster	Fulham Road	77
GB	City of Westminster	Hammersmith Road	77
GB	City of Westminster	Harrow Road	70
GB	City of Westminster	Bayswater Road	68
GB	City of Westminster	Wood Lane	68
GB	City of Westminster	Brixton Road	68
GB	City of Westminster	Kensington High Street	66
GB	City of Westminster	Clapham Road	65
GB	City of Westminster	Wandsworth Road	62
GB	City of Westminster	Camberwell New Road	62
GB	City of Westminster	Balham High Road	62
GB	City of Westminster	York Road	60
GB	City of Westminster	Ladbroke Grove	57
GB	City of Westminster	Goldhawk Road	56
GB	City of Westminster	South Lambeth Road	55
GB	City of Westminster	Westbourne Terrace	52
GB	City of Westminster	Peckham Rye	51
GB	City of Westminster	Peckham High Street	51
GB	City of Westminster	Trinity Road	49
GB	City of Westminster	Sussex Gardens	49
GB	City of Westminster	Millbank	48
GB	City of Westminster	Kennington Park Road	45
GB	City of Westminster	Cromwell Road	45
GB	City of Westminster	King's Road	44
GB	City of Westminster	King Street	44
GB	City of Westminster	Loughborough Road	44
GB	City of Westminster	Albert Embankment	43
GB	City of Westminster	Nine Elms Lane	42
GB	City of Westminster	Kennington Lane	41
GB	City of Westminster	Park Lane	40
GB	City of Westminster	Buckingham Palace Road	40
GB	City of Westminster	Kennington Road	40
GB	City of Westminster	Stockwell Road	39
GB	City of Westminster	Norwood Road	38
GB	City of Westminster	Brixton Hill	38
GB	City of Westminster	Vauxhall Bridge Road	37
GB	City of Westminster	Kensington Road	37
GB	City of Westminster	Shepherds Bush Green	37
GB	City of Westminster	Battersea Bridge Road	37
GB	City of Westminster	Clapham Common North Side	35
GB	City of Westminster	Uxbridge Road	35
GB	City of Westminster	Knightsbridge	34
GB	City of Westminster	Albany Road	34
GB	City of Westminster	Denmark Hill	33
GB	City of Westminster	Lambeth Road	33
GB	City of Westminster	New King's Road	32
GB	City of Westminster	Prince of Wales Drive	32
GB	City of Westminster	Old Brompton Road	32
GB	City of Westminster	Lavender Hill	32
GB	City of Westminster	Brompton Road	31
GB	City of Westminster	Grosvenor Place	30
GB	City of Westminster	Westway	29
GB	City of Westminster	Putney Bridge Road	28
GB	City of Westminster	Fulham Palace Road	28
GB	City of Westminster	Chelsea Bridge Road	28
GB	City of Westminster	Upper Richmond Road	27
GB	City of Westminster	Holland Park Avenue	27
GB	City of Westminster	Wandsworth Bridge Road	27
GB	City of Westminster	Garratt Lane	26
GB	City of Westminster	Notting Hill Gate	26
GB	City of Westminster	Clapham Common South Side	26
GB	City of Westminster	Talgarth Road	25
GB	City of Westminster	Putney High Street	25
GB	City of Westminster	Queen's Road	25
GB	City of Westminster	Vauxhall Street	24
GB	City of Westminster	Newington Butts	24
GB	City of Westminster	Shepherds Bush Road	24
GB	City of Westminster	North End Road	23
GB	City of Westminster	Falcon Road	22
GB	City of Westminster	Westfield Way	22
GB	City of Westminster	Chelsea Embankment	22
GB	City of Westminster	Saint John's Hill	21
GB	City of Westminster	Old York Road	21
GB	City of Westminster	Coldharbour Lane	21
GB	City of Westminster	Half Moon Lane	21
GB	City of Westminster	Hammersmith Bridge Road	21
GB	City of Westminster	West Carriage Drive	21
GB	City of Westminster	Streatham Hill	21
GB	City of Westminster	Piccadilly	20
GB	City of Westminster	Earl's Court Road	20
GB	City of Westminster	Swandon Way	20
GB	City of Westminster	Rye Lane	20
GB	City of Westminster	Eaton Square	20
GB	City of Westminster	Bellenden Road	20
GB	City of Westminster	Southampton Way	20
GB	City of Westminster	Ebury Street	20
GB	City of Westminster	West Cromwell Road	19
GB	City of Westminster	Victoria Street	19
GB	City of Westminster	Holland Road	19
GB	City of Westminster	Addison Road	19
GB	City of Westminster	Armoury Way	19
GB	City of Westminster	King's Avenue	19
GB	City of Westminster	Townmead Road	19
GB	City of Westminster	Talbot Road	19
GB	City of Westminster	Dorset Road	19
GB	City of Westminster	Wells Way	19
GB	City of Westminster	Battersea Rise	19
GB	Northampton	Wellingborough Road	158
GB	Northampton	Weedon Road	71
GB	Northampton	High Street	58
GB	Northampton	Bedford Road	52
GB	Northampton	Towcester Road	44
GB	Northampton	Obelisk Rise	43
GB	Northampton	Harlestone Road	40
GB	Northampton	Kettering Road	36
GB	Northampton	Lumbertubs Way	31
GB	Northampton	Great Billing Way	28
GB	Northampton	Nene Valley Way	27
GB	Northampton	St James' Road	25
GB	Northampton	Welford Road	24
GB	Northampton	Harborough Road	23
GB	Northampton	Mill Lane	22
GB	Northampton	Newport Pagnell Road	21
GB	Northampton	Banbury Lane	19
GB	Northampton	Rowtree Road	19
GB	Northampton	Spencer Bridge Road	19
GB	Northampton	St Peters Way	18
GB	Northampton	London Road	18
GB	Northampton	Billing Brook Road	18
GB	Northampton	Talavera Way	17
GB	Northampton	Upton Valley Way North	17
GB	Northampton	Upton Valley Way East	17
GB	Northampton	Black Lion Hill	16
GB	Northampton	Saxon Avenue	16
GB	Northampton	Swinford Hollow	15
GB	Northampton	Barrack Road	15
GB	Northampton	Sywell Road	15
GB	Northampton	St Crispin Drive	15
GB	Northampton	Rushmere Road	14
GB	Northampton	Booth Lane North	14
GB	Northampton	Mallard Pastures	14
GB	Northampton	Upton Way	13
GB	Northampton	The Green	13
GB	Northampton	Hunsbury Hill Road	13
GB	Northampton	Red House Road	13
GB	Northampton	Lower Mounts	13
GB	Northampton	Rothersthorpe Road	12
GB	Northampton	Victoria Promenade	12
GB	Northampton	Duston Wildes	12
GB	Northampton	Church Lane	12
GB	Northampton	Lady's Lane	12
GB	Northampton	Brampton Lane	12
GB	Northampton	West Street	12
GB	Northampton	Abington Square	12
GB	Northampton	Reynard Way	12
GB	Northampton	Cob Drive	12
GB	Northampton	Barnes Meadow	11
GB	Northampton	Mereway	11
GB	Northampton	Bridge Street	11
GB	Northampton	Horse Market	11
GB	Northampton	Wake Way	11
GB	Northampton	Abington Avenue	11
GB	Northampton	Bants Lane	11
GB	Northampton	Sheep Street	11
GB	Northampton	Mayfly Road	11
GB	Northampton	Danes Camp Way	10
GB	Northampton	Tollgate Way	10
GB	Northampton	Ladybridge Drive	10
GB	Northampton	Booth Lane South	10
GB	Northampton	Yeoman Meadow	10
GB	Northampton	Kingsthorpe Grove	10
GB	Northampton	Millway	10
GB	Northampton	Ecton Brook Road	10
GB	Northampton	Allard Close	10
GB	Northampton	Harcourt Way	10
GB	Northampton	Kingfisher Meadows	10
GB	Northampton	Sandy Lane Relief Road	10
GB	Northampton	Gowerton Road	9
GB	Northampton	Caswell Road	9
GB	Northampton	Clannell Road	9
GB	Northampton	Main Road	9
GB	Northampton	Edgar Mobbs Way	9
GB	Northampton	Boughton Green Road	9
GB	Northampton	The Avenue	9
GB	Northampton	Back Lane	9
GB	Northampton	Park Avenue	9
GB	Northampton	Manorfield Close	9
GB	Northampton	Brickyard Spinney Road	9
GB	Northampton	Newton Road	9
GB	Northampton	Pavilion Drive	9
GB	Northampton	Rectory Farm Road	9
GB	Northampton	Wade Meadow Court	9
GB	Northampton	Hobby Close	9
GB	Northampton	Birdlake Pastures	9
GB	Northampton	Balmoral Close	9
GB	Northampton	Moulton Roundabout	8
GB	Northampton	Wooldale Road	8
GB	Northampton	Great Billing Interchange	8
GB	Northampton	Sandy Lane	8
GB	Northampton	St James Mill Road	8
GB	Northampton	Park View	8
GB	Northampton	Pitsford Road	8
GB	Northampton	Queen Eleanor Roundabout	8
GB	Northampton	Flaxwell Court	8
GB	Northampton	Church Street	8
GB	Northampton	Lings Way	8
GB	Northampton	Brookside Meadows	8
GB	Oldham	Manchester Road	151
GB	Oldham	Oldham Road	145
GB	Oldham	Broadway	133
GB	Oldham	Rochdale Road	76
GB	Oldham	Oldham Way	51
GB	Oldham	Huddersfield Road	43
GB	Oldham	Hollinwood Avenue	42
GB	Oldham	Manchester Street	38
GB	Oldham	Park Parade	34
GB	Oldham	Manchester New Road	33
GB	Oldham	Lees Road	30
GB	Oldham	Hollins Road	30
GB	Oldham	Middleton Road	29
GB	Oldham	Lord Sheldon Way	29
GB	Oldham	Ashton Road	28
GB	Oldham	St Mary's Way	27
GB	Oldham	Burnley Lane	25
GB	Oldham	Chadderton Way	25
GB	Oldham	Greengate	25
GB	Oldham	King Street	24
GB	Oldham	Union Street	23
GB	Oldham	Mossley Road	22
GB	Oldham	Cavendish Street	21
GB	Oldham	Hollin Lane	21
GB	Oldham	Shaw Road	21
GB	Oldham	Wellington Road	21
GB	Oldham	Stamford Street	20
GB	Oldham	High Street	20
GB	Oldham	Kingsway	18
GB	Oldham	Queen Street	16
GB	Oldham	Milnrow Road	16
GB	Oldham	John Street	16
GB	Oldham	Broadoak Road	16
GB	Oldham	Wood Street	15
GB	Oldham	Featherstall Road North	15
GB	Oldham	Nuthurst Road	14
GB	Oldham	Cross Street	14
GB	Oldham	Broadgate	13
GB	Oldham	Sir Isaac Newton Way	13
GB	Oldham	West Street	13
GB	Oldham	Richmond Street	13
GB	Oldham	Wellington Street	13
GB	Oldham	Ripponden Road	13
GB	Oldham	Chadderton Roundabout	13
GB	Oldham	Edward Street	12
GB	Oldham	Margaret Street	12
GB	Oldham	Emmott Way	12
GB	Oldham	Victoria Street	12
GB	Oldham	Henshaw Street	12
GB	Oldham	Stockport Road	12
GB	Oldham	Mill Lane	12
GB	Oldham	Greengate Roundabout	11
GB	Oldham	Katherine Street	11
GB	Oldham	Whitelands	11
GB	Oldham	George Street	11
GB	Oldham	William Street	11
GB	Oldham	Albert Street	11
GB	Oldham	Tweedale Way	11
GB	Oldham	Henrietta Street	11
GB	Oldham	Semple Way	11
GB	Oldham	Long Street	11
GB	Oldham	Middleton Way	11
GB	Oldham	Moston Lane	10
GB	Oldham	Church Street	10
GB	Oldham	Park Road	10
GB	Oldham	Old Road	10
GB	Oldham	Whitegate Lane	10
GB	Oldham	Smallbrook Road	10
GB	Oldham	Old Street	10
GB	Oldham	Prince Street	10
GB	Oldham	Lightbowne Road	10
GB	Oldham	BT Roundabout	9
GB	Oldham	Moss Way	9
GB	Oldham	Broad Lane	9
GB	Oldham	Waterloo Street	9
GB	Oldham	Egerton Street	9
GB	Oldham	Market Street	9
GB	Oldham	Penny Meadow	9
GB	Oldham	Brook Lane	9
GB	Oldham	Hill Street	9
GB	Oldham	Waterton Lane	9
GB	Oldham	King Street Roundabout	9
GB	Oldham	Assheton Way	9
GB	Oldham	Oozewood Road	9
GB	Oldham	Long Lane	9
GB	Oldham	Albion Way	9
GB	Oldham	Union Street West	8
GB	Oldham	Lord Street	8
GB	Oldham	Mainway	8
GB	Oldham	Hunt Lane	8
GB	Oldham	Featherstall Road North Roundabout	8
GB	Oldham	Bottom o' th' Moor	8
GB	Oldham	Clarence Street	8
GB	Oldham	Park Street	8
GB	Oldham	King's Road	8
GB	Oldham	Fir Tree Avenue	8
GB	Oldham	Old Lane	8
GB	Oldham	John Milne Avenue	8
GB	Oldham	Yorkshire Street	8
GB	Oldham	Frederick Street	8
GB	Bexley	London Road	99
GB	Bexley	Princes Road	75
GB	Bexley	Albion Road	53
GB	Bexley	Bexley Road	49
GB	Bexley	High Street	49
GB	Bexley	Rennie Drive	49
GB	Bexley	Rochester Way	48
GB	Bexley	Canterbury Way	46
GB	Bexley	Thames Road	43
GB	Bexley	Erith Road	36
GB	Bexley	Dartford Bypass	35
GB	Bexley	Oakfield Lane	35
GB	Bexley	Lower Road	34
GB	Bexley	Bob Dunn Way	34
GB	Bexley	Sidcup By-pass	29
GB	Bexley	Bellegrove Road	29
GB	Bexley	Birchwood Road	29
GB	Bexley	Yarnton Way	28
GB	Bexley	Station Road	26
GB	Bexley	Maidstone Road	26
GB	Bexley	Broadway	26
GB	Bexley	Sidcup Road	25
GB	Bexley	Home Gardens	24
GB	Bexley	Crayford Road	23
GB	Bexley	Hurst Road	23
GB	Bexley	Green Lane	22
GB	Bexley	Bourne Road	22
GB	Bexley	Swanley Interchange	21
GB	Bexley	Penhill Road	20
GB	Bexley	Shepherds Lane	20
GB	Bexley	Goldsel Road	20
GB	Bexley	Eltham High Street	19
GB	Bexley	Bronze Age Way	19
GB	Bexley	Sevenoaks Way	19
GB	Bexley	Church Road	19
GB	Bexley	Bedonwell Road	19
GB	Bexley	St Marys Road	19
GB	Bexley	Brampton Road	19
GB	Bexley	James Watt Way	19
GB	Bexley	Main Road	18
GB	Bexley	Glenesk Road	17
GB	Bexley	Edgington Way	17
GB	Bexley	Old Bexley Lane	17
GB	Bexley	Highfield Road	17
GB	Bexley	Hythe Street	17
GB	Bexley	Crayford Way	17
GB	Bexley	Avery Hill Road	16
GB	Bexley	Westmount Road	16
GB	Bexley	The Brent	16
GB	Bexley	Crockenhill Road	16
GB	Bexley	North Cray Road	16
GB	Bexley	Darenth Interchange	16
GB	Bexley	Bartholomew Way	16
GB	Bexley	Victoria Road	15
GB	Bexley	Fraser Road	15
GB	Bexley	West Street	15
GB	Bexley	Northend Road	15
GB	Bexley	The Green	15
GB	Bexley	Long Lane	15
GB	Bexley	Joyce Green Lane	15
GB	Bexley	Temple Hill	15
GB	Bexley	Station Approach	15
GB	Bexley	Chislehurst Road	14
GB	Bexley	Court Road	14
GB	Bexley	Bridge Road	14
GB	Bexley	Watling Street	14
GB	Bexley	Townley Road	14
GB	Bexley	Arnsberg Way	14
GB	Bexley	East Rochester Way	13
GB	Bexley	Footscray Road	13
GB	Bexley	Southwood Road	13
GB	Bexley	Cray Road	13
GB	Bexley	Darenth Road	13
GB	Bexley	Woolwich Road	13
GB	Bexley	Westwood Lane	13
GB	Bexley	St Georges Road	13
GB	Bexley	Shooters Hill	13
GB	Bexley	Upper Wickham Lane	13
GB	Bexley	Abbey Mead Close	13
GB	Bexley	Southend Crescent	12
GB	Bexley	Rowley Avenue	12
GB	Bexley	Hook Lane	12
GB	Bexley	Danson Road	12
GB	Bexley	Okehampton Crescent	12
GB	Bexley	Abbey Road	12
GB	Bexley	Top Dartford Road	12
GB	Bexley	Bexley High Street	12
GB	Bexley	Riefield Road	11
GB	Bexley	Blendon Road	11
GB	Bexley	Restons Crescent	11
GB	Bexley	Chandlers Drive	11
GB	Bexley	Priory Road	11
GB	Bexley	Upton Road	11
GB	Bexley	Powder Mill Lane	11
GB	Bexley	Market Place	11
GB	Bexley	Bexley Lane	10
GB	Bexley	Frognal Corner	10
GB	Bexley	Knee Hill	10
GB	Bexley	Dartford Road	10
GB	Bexley	Avenue Road	10
GB	Luton	New Airport Way	67
GB	Luton	Dunstable Road	63
GB	Luton	London Road	58
GB	Luton	Luton Road	51
GB	Luton	Wigmore Lane	45
GB	Luton	New Bedford Road	38
GB	Luton	Hitchin Road	33
GB	Luton	Woodside Link	32
GB	Luton	Barton Road	31
GB	Luton	Crawley Green Road	28
GB	Luton	Hatters Way	27
GB	Luton	Church Street	26
GB	Luton	Vauxhall Way	23
GB	Luton	Luton Dunstable Busway	21
GB	Luton	Turnpike Drive	19
GB	Luton	Airport Way	18
GB	Luton	High Street	17
GB	Luton	Eaton Green Road	17
GB	Luton	Old Bedford Road	17
GB	Luton	Chaul End Lane	16
GB	Luton	Kimpton Road	13
GB	Luton	Station Road	12
GB	Luton	Gipsy Lane	11
GB	Luton	Castle Street	10
GB	Luton	Sundon Park Road	10
GB	Luton	Darley Road	10
GB	Luton	Lygetun Drive	10
GB	Luton	Northwell Drive	10
GB	Luton	Lower Harpenden Road	10
GB	Luton	Guildford Street	10
GB	Luton	Luton Airport Roundabout	9
GB	Luton	Leagrave Interchange	9
GB	Luton	Old Watling Street	9
GB	Luton	Lilley Bottom	9
GB	Luton	Montrose Avenue	9
GB	Luton	Beech Hill	9
GB	Luton	Lewsey Road	9
GB	Luton	Katherine Drive	9
GB	Luton	Stuart Street	9
GB	Luton	Malthouse Green	9
GB	Luton	Cromer Way	9
GB	Luton	Parkside Drive	9
GB	Luton	Hucklesby Way	9
GB	Luton	Chalton Interchange	9
GB	Luton	Stopsley Way	8
GB	Luton	Church Road	8
GB	Luton	Pepperstock	8
GB	Luton	Crosslands	8
GB	Luton	Brick Kiln Lane	8
GB	Luton	Boscombe Road	8
GB	Luton	Great Marlings	8
GB	Luton	Tinsley Close	8
GB	Luton	Oakley Road	8
GB	Luton	Catesby Green	8
GB	Luton	Lynch Hill	8
GB	Luton	Stockingstone Road	8
GB	Luton	Magpie Meadows	8
GB	Luton	The Green	7
GB	Luton	West Street	7
GB	Luton	Chaul End Road	7
GB	Luton	Grange Avenue	7
GB	Luton	St Marys Roundabout	7
GB	Luton	Leagrave Road	7
GB	Luton	Icknield Way	7
GB	Luton	Poynters Road	7
GB	Luton	Park Street	7
GB	Luton	Quantock Rise	7
GB	Luton	Links Way	7
GB	Luton	Newlands Road	7
GB	Luton	John Street	7
GB	Luton	Morgan Close	7
GB	Luton	Mayne Avenue	7
GB	Luton	Brompton Close	7
GB	Luton	Whitehaven	7
GB	Luton	Hawkfields	7
GB	Luton	Dexter Close	7
GB	Luton	Dallow Road	7
GB	Luton	Copt Hall Road	6
GB	Luton	Chapel Road	6
GB	Luton	Skimpot Road	6
GB	Luton	Friendless Lane	6
GB	Luton	Waller Avenue	6
GB	Luton	Hicks Road	6
GB	Luton	Windmill Road	6
GB	Luton	Toddington Road	6
GB	Luton	Eyncourt Road	6
GB	Luton	Leagrave High Street	6
GB	Luton	Heywood Drive	6
GB	Luton	Crescent Road	6
GB	Luton	Capability Green	6
GB	Luton	Southwood Road	6
GB	Luton	Bute Street	6
GB	Luton	Allen Close	6
GB	Luton	Paisley Close	6
GB	Luton	Villiers Close	6
GB	Luton	Butely Road	6
GB	Luton	Wauluds Bank Drive	6
GB	Luton	Ventnor Gardens	6
GB	Luton	Redgrave Gardens	6
GB	Luton	Bembridge Gardens	6
GB	Barking	Romford Road	217
GB	Barking	Barking Road	147
GB	Barking	Silvertown Way	135
GB	Barking	High Street	133
GB	Barking	Eastern Avenue	120
GB	Barking	High Road	117
GB	Barking	High Road Leytonstone	112
GB	Barking	Ripple Road	96
GB	Barking	Newham Way	94
GB	Barking	Woolwich Road	92
GB	Barking	Woolwich Manor Way	86
GB	Barking	New Road	81
GB	Barking	Harrow Manorway	74
GB	Barking	North Circular Road	69
GB	Barking	Central Way	66
GB	Barking	Prince Regent Lane	62
GB	Barking	Woolwich Church Street	58
GB	Barking	Alfred's Way	57
GB	Barking	Plumstead Road	57
GB	Barking	Blake Hall Road	52
GB	Barking	Whalebone Lane North	52
GB	Barking	Royal Albert Way	49
GB	Barking	Aldersbrook Road	48
GB	Barking	Montfichet Road	48
GB	Barking	Blackwall Tunnel Approach	47
GB	Barking	Grove Green Road	46
GB	Barking	Armada Way	45
GB	Barking	Barley Lane	44
GB	Barking	Yarnton Way	44
GB	Barking	Whalebone Lane South	43
GB	Barking	High Street North	43
GB	Barking	East India Dock Road	42
GB	Barking	Longbridge Road	42
GB	Barking	Cranbrook Road	41
GB	Barking	High Street South	41
GB	Barking	Pier Road	40
GB	Barking	Wood Lane	39
GB	Barking	Bugsby's Way	39
GB	Barking	Manor Road	39
GB	Barking	Rainham Road South	38
GB	Barking	Tollgate Road	38
GB	Barking	Green Lane	37
GB	Barking	Barking Northern Relief Road	36
GB	Barking	Royal Docks Road	35
GB	Barking	Katherine Road	35
GB	Barking	Woolwich New Road	34
GB	Barking	Penny Brookes Street	34
GB	Barking	London Road	33
GB	Barking	Western Way	33
GB	Barking	Temple Mills Lane	33
GB	Barking	High Road Leyton	33
GB	Barking	Ilford Lane	32
GB	Barking	Millennium Way	32
GB	Barking	Woolwich Common	32
GB	Barking	Blackwall Tunnel Northern Approach	31
GB	Barking	Claps Gate Lane	31
GB	Barking	Hollybush Hill	30
GB	Barking	River Road	30
GB	Barking	Renwick Road	30
GB	Barking	Church Road	29
GB	Barking	Upney Lane	29
GB	Barking	Celebration Avenue	29
GB	Barking	Rainham Road North	28
GB	Barking	Lake House Road	28
GB	Barking	Ley Street	27
GB	Barking	Freemasons Road	27
GB	Barking	Heathway	27
GB	Barking	Choats Road	26
GB	Barking	Woodford Avenue	25
GB	Barking	John Wilson Street	25
GB	Barking	Connaught Road	25
