release_id	corrected_date	source	old_date
20166	1995-07-01	regional:na	1995-01-01
20167	1995-07-01	regional:na	1995-01-01
20170	1995-07-01	regional:na	1995-01-01
20173	1995-07-01	regional:eu	1995-01-01
20175	1995-07-06	regional:na	1995-01-01
20237	1995-07-28	regional:na	1995-01-01
20238	1995-07-28	regional:na	1995-01-01
20240	1995-07-28	regional:na	1995-01-01
20243	1995-08-01	regional:na	1995-01-01
20245	1994-10-28	wikidata:Q2927402	1994-01-01
20246	1995-03-17	regional:jp	1995-01-01
20249	1995-08-01	regional:na	1995-01-01
20254	1995-02-24	regional:jp	1995-01-01
20315	1995-07-14	regional:jp	1995-01-01
20321	1995-09-01	regional:na	1995-01-01
20322	1995-09-01	regional:na	1995-01-01
20324	1995-09-01	regional:na	1995-01-01
20337	1995-09-01	regional:na	1995-01-01
20338	1995-08-11	regional:jp	1995-01-01
20342	1995-09-01	regional:na	1995-01-01
20345	1995-09-01	regional:na	1995-01-01
20346	1995-09-07	regional:na	1995-01-01
20354	1995-09-08	regional:na	1995-01-01
20359	1995-09-09	regional:na	1995-01-01
20361	1995-09-09	regional:na	1995-01-01
20368	1995-09-13	regional:na	1995-01-01
20369	1995-09-13	regional:na	1995-01-01
20387	1995-09-19	regional:na	1995-01-01
20450	1995-09-30	regional:na	1995-01-01
20452	1995-10-01	regional:na	1995-01-01
20453	1995-10-01	regional:na	1995-01-01
20455	1995-10-01	regional:na	1995-01-01
20457	1995-10-01	regional:na	1995-01-01
20460	1995-10-01	regional:na	1995-01-01
20462	1995-10-01	regional:na	1995-01-01
20475	1995-10-02	regional:na	1995-01-01
20485	1995-10-10	regional:na	1995-01-01
20496	1995-10-13	regional:na	1995-01-01
20502	1995-04-01	regional:jp	1995-01-01
20534	1995-10-27	regional:na	1995-01-01
20536	1995-10-27	regional:na	1995-01-01
20537	1995-10-27	regional:na	1995-01-01
20553	1995-10-30	regional:na	1995-01-01
20555	1995-09-08	regional:jp	1995-01-01
20561	1995-11-01	regional:na	1995-01-01
20569	1995-11-01	regional:na	1995-01-01
20576	1995-09-29	regional:jp	1995-01-01
20577	1995-11-01	regional:na	1995-01-01
20578	1995-11-01	regional:na	1995-01-01
20586	1995-11-01	regional:na	1995-01-01
20589	1995-11-01	regional:na	1995-01-01
20590	1995-11-01	regional:na	1995-01-01
20591	1995-11-01	regional:na	1995-01-01
20592	1995-11-01	regional:na	1995-01-01
20594	1995-11-01	regional:na	1995-01-01
20597	1995-11-01	regional:na	1995-01-01
20598	1995-11-01	regional:na	1995-01-01
20606	1995-11-06	regional:na	1995-01-01
20613	1995-11-10	regional:na	1995-01-01
20617	1995-11-10	regional:na	1995-01-01
20630	1995-08-11	regional:jp	1995-01-01
20648	1995-11-20	regional:na	1995-01-01
20661	1996-04-25	wikidata:Q2414752	1996-01-01
20689	1995-11-30	regional:na	1995-01-01
20708	1995-12-01	regional:na	1995-01-01
20715	1995-12-01	regional:na	1995-01-01
20716	1995-12-01	regional:na	1995-01-01
20719	1995-05-19	regional:jp	1995-01-01
20724	1995-12-01	regional:na	1995-01-01
20758	1995-12-14	regional:na	1995-01-01
20760	1995-12-15	regional:na	1995-01-01
20770	1995-12-15	regional:na	1995-01-01
20785	1995-12-15	regional:na	1995-01-01
20865	1996-10-04	wikidata:Q2818743	1996-01-01
20866	1996-11-30	wikidata:Q2818866	1996-01-01
20867	1996-09-09	wikidata:Q9136940	1996-01-01
20871	1996-02-29	wikidata:Q2300281	1996-01-01
20872	1996-10-31	wikidata:Q2822938	1996-01-01
20873	1996-05-31	wikidata:Q389215	1996-01-01
20874	1996-11-30	wikidata:Q2826522	1996-01-01
20877	1996-08-31	wikidata:Q1411896	1996-01-01
20884	1996-10-31	wikidata:Q3282654	1996-01-01
20895	1996-10-01	wikidata:Q103820410	1996-01-01
20897	1996-02-29	wikidata:Q2878527	1996-01-01
20899	1996-01-26	regional:jp	1996-01-01
20901	1996-11-30	wikidata:Q4353841	1996-01-01
20904	1996-05-31	wikidata:Q4873145	1996-01-01
20905	1996-01-31	wikidata:Q4873146	1996-01-01
20906	1996-12-31	wikidata:Q4873148	1996-01-01
20909	1996-02-29	wikidata:Q4906178	1996-01-01
20914	1996-09-30	wikidata:Q4920624	1996-01-01
20919	1996-11-26	wikidata:Q2906932	1996-01-01
20920	1996-11-26	wikidata:Q2906932	1996-01-01
20927	1996-09-30	wikidata:Q2291123	1996-01-01
20928	1996-09-30	wikidata:Q2291123	1996-01-01
20931	1996-08-15	regional:eu	1996-01-01
20933	1996-08-02	regional:jp	1996-01-01
20936	1996-02-16	regional:jp	1996-01-01
20941	1996-04-30	wikidata:Q2956455	1996-01-01
20947	1996-05-31	wikidata:Q2966741	1996-01-01
20950	1996-02-29	wikidata:Q845290	1996-01-01
20957	1996-01-31	wikidata:Q2982976	1996-01-01
20958	1996-01-31	wikidata:Q2982976	1996-01-01
20959	1996-11-22	wikidata:Q388225	1996-01-01
20960	1996-06-21	wikidata:Q5156478	1996-01-01
20962	1996-03-31	wikidata:Q1126599	1996-01-01
20963	1996-01-19	regional:jp	1996-01-01
20967	1996-09-10	wikidata:Q5190147	1996-01-01
20970	1996-02-16	regional:jp	1996-01-01
20976	1996-06-07	regional:jp	1996-01-01
20982	1996-11-25	wikidata:Q4037076	1996-01-01
20983	1996-07-22	wikidata:Q3020578	1996-01-01
20984	1996-10-31	wikidata:Q5245662	1996-01-01
20985	1996-12-31	wikidata:Q1346381	1996-01-01
20986	1996-10-31	wikidata:Q5247058	1996-01-01
20987	1996-06-01	regional:eu	1996-01-01
20988	1996-02-29	wikidata:Q1444699	1996-01-01
20989	1996-02-29	wikidata:Q1444699	1996-01-01
20992	1996-10-31	wikidata:Q1170309	1996-01-01
20994	1996-12-31	wikidata:Q220960	1996-01-01
20995	1996-08-31	wikidata:Q761941	1996-01-01
20997	1996-11-30	wikidata:Q1228604	1996-01-01
21003	1996-05-31	regional:jp	1996-01-01
21005	1996-11-30	wikidata:Q48838042	1996-01-01
21007	1996-10-31	wikidata:Q5308674	1996-01-01
21009	1996-01-29	wikidata:Q728061	1996-01-01
21012	1996-05-24	wikidata:Q3031547	1996-01-01
21015	1996-03-29	regional:jp	1996-01-01
21017	1996-11-16	wikidata:Q5347888	1996-01-01
21019	1996-12-13	wikidata:Q2182389	1996-01-01
21027	1996-10-31	wikidata:Q427337	1996-01-01
21032	1996-03-01	wikidata:Q3066606	1996-01-01
21035	1996-05-31	wikidata:Q1088780	1996-01-01
21036	1996-05-31	wikidata:Q1088780	1996-01-01
21040	1996-10-31	wikidata:Q5452146	1996-01-01
21047	1996-09-01	wikidata:Q2418753	1996-01-01
21055	1996-08-29	wikidata:Q19658430	1996-01-01
21058	1996-12-16	wikidata:Q5509489	1996-01-01
21063	1996-09-30	wikidata:Q762644	1996-01-01
21064	1996-09-30	wikidata:Q762644	1996-01-01
21068	1996-10-31	wikidata:Q5608596	1996-01-01
21072	1996-09-25	wikidata:Q549466	1996-01-01
21075	1996-08-31	wikidata:Q5706954	1996-01-01
21077	1996-10-01	wikidata:Q532912	1996-01-01
21078	1996-10-01	wikidata:Q532912	1996-01-01
21090	1996-07-05	regional:eu	1996-01-01
21096	1996-09-30	wikidata:Q6151039	1996-01-01
21109	1996-10-31	wikidata:Q6407767	1996-01-01
21112	1996-07-31	wikidata:Q6412512	1996-01-01
21113	1996-07-26	wikidata:Q6419250	1996-01-01
21115	1996-02-15	wikidata:Q3199635	1996-01-01
21117	1996-06-01	wikidata:Q532515	1996-01-01
21121	1996-10-31	wikidata:Q691462	1996-01-01
21122	1996-10-31	wikidata:Q691462	1996-01-01
21123	1996-05-31	wikidata:Q3229372	1996-01-01
21130	1996-03-15	wikidata:Q2364982	1996-01-01
21131	1996-10-04	regional:jp	1996-01-01
21132	1996-10-31	wikidata:Q1635085	1996-01-01
21133	1996-10-31	wikidata:Q1635085	1996-01-01
21143	1996-08-31	wikidata:Q3275489	1996-01-01
21148	1996-10-31	wikidata:Q2493744	1996-01-01
21149	1996-10-31	wikidata:Q2493744	1996-01-01
21154	1996-08-31	wikidata:Q3304197	1996-01-01
21162	1996-05-31	wikidata:Q3859225	1996-01-01
21166	1996-08-31	wikidata:Q3272023	1996-01-01
21175	1996-04-16	wikidata:Q3334241	1996-01-01
21177	1996-11-01	wikidata:Q428548	1996-01-01
21179	1996-08-31	wikidata:Q3334424	1996-01-01
21180	1996-08-31	wikidata:Q3334424	1996-01-01
21191	1996-10-31	wikidata:Q5228938	1996-01-01
21194	1996-12-01	wikidata:Q7075517	1996-01-01
21200	1996-01-26	regional:eu	1996-01-01
21203	1996-07-31	wikidata:Q746280	1996-01-01
21208	1996-11-30	wikidata:Q3378057	1996-01-01
21209	1996-11-30	wikidata:Q3378057	1996-01-01
21216	1996-09-30	wikidata:Q7236290	1996-01-01
21217	1996-10-31	wikidata:Q1383776	1996-01-01
21228	1996-03-29	wikidata:Q3176640	1996-01-01
21232	1996-06-22	wikidata:Q217423	1996-01-01
21243	1996-09-20	wikidata:Q947420	1996-01-01
21245	1996-03-29	regional:eu	1996-01-01
21246	1996-02-29	wikidata:Q3936380	1996-01-01
21247	1996-02-29	wikidata:Q7335886	1996-01-01
21248	1996-04-19	regional:eu	1996-01-01
21250	1996-02-16	regional:jp	1996-01-01
21251	1996-10-01	wikidata:Q7355115	1996-01-01
21259	1996-11-30	wikidata:Q7435300	1996-01-01
21260	1996-11-30	wikidata:Q7435300	1996-01-01
21266	1996-09-08	wikidata:Q7446169	1996-01-01
21267	1996-10-31	wikidata:Q7446174	1996-01-01
21272	1996-09-30	wikidata:Q7490710	1996-01-01
21274	1996-02-29	wikidata:Q634069	1996-01-01
21277	1996-10-31	wikidata:Q2142212	1996-01-01
21289	1996-12-31	wikidata:Q7547922	1996-01-01
21292	1996-07-01	wikidata:Q3492579	1996-01-01
21293	1996-07-01	wikidata:Q3492579	1996-01-01
21294	1996-09-27	regional:eu	1996-01-01
21301	1996-02-29	wikidata:Q7581729	1996-01-01
21302	1996-02-29	wikidata:Q7581729	1996-01-01
21304	1996-09-24	wikidata:Q7600686	1996-01-01
21308	1996-10-31	wikidata:Q7600959	1996-01-01
21310	1996-11-19	wikidata:Q3968366	1996-01-01
21313	1996-12-20	regional:jp	1996-01-01
21314	1996-01-26	regional:jp	1996-01-01
21325	1996-10-31	wikidata:Q1115082	1996-01-01
21332	1996-10-31	wikidata:Q1870692	1996-01-01
21333	1996-11-30	wikidata:Q7699287	1996-01-01
21334	1996-03-05	wikidata:Q7703114	1996-01-01
21336	1996-12-31	wikidata:Q17306560	1996-01-01
21342	1996-03-08	regional:jp	1996-01-01
21343	1996-10-31	wikidata:Q52058	1996-01-01
21345	1996-07-31	wikidata:Q746280	1996-01-01
21348	1996-07-01	wikidata:Q936021	1996-01-01
21356	1996-07-31	wikidata:Q2479889	1996-01-01
21357	1996-07-31	wikidata:Q2479889	1996-01-01
21361	1996-09-30	wikidata:Q7805528	1996-01-01
21369	1996-10-25	wikidata:Q317620	1996-01-01
21371	1996-11-30	wikidata:Q1639855	1996-01-01
21372	1996-11-30	wikidata:Q1639855	1996-01-01
21382	1996-04-10	wikidata:Q7836722	1996-01-01
21384	1996-08-01	wikidata:Q72860973	1996-01-01
21385	1996-08-01	wikidata:Q72860973	1996-01-01
21386	1996-10-31	wikidata:Q7853277	1996-01-01
21388	1996-10-31	wikidata:Q2367032	1996-01-01
21390	1996-11-18	wikidata:Q7882740	1996-01-01
21400	1996-12-31	wikidata:Q3282238	1996-01-01
21405	1996-04-30	wikidata:Q860291	1996-01-01
21406	1996-04-30	wikidata:Q860291	1996-01-01
21408	1996-08-26	wikidata:Q7969356	1996-01-01
21411	1996-06-01	wikidata:Q7993123	1996-01-01
21413	1996-02-12	wikidata:Q1636092	1996-01-01
21414	1996-09-30	wikidata:Q3004206	1996-01-01
21415	1996-05-06	wikidata:Q4020530	1996-01-01
21417	1996-02-01	regional:eu	1996-01-01
21423	1996-12-31	wikidata:Q8042482	1996-01-01
21427	1996-07-31	wikidata:Q136597	1996-01-01
21430	1996-02-29	wikidata:Q3576112	1996-01-01
21431	1996-02-29	wikidata:Q3576112	1996-01-01
21435	1996-01-09	regional:na	1996-01-01
21447	1996-01-15	regional:na	1996-01-01
21450	1996-01-15	regional:na	1996-01-01
21451	2001-09-07	wikidata:Q3549660	2001-01-01
21461	1996-01-24	regional:na	1996-01-01
21475	1996-01-29	regional:na	1996-01-01
21503	1996-02-15	regional:na	1996-01-01
21504	1996-02-15	regional:na	1996-01-01
21542	1996-03-01	regional:na	1996-01-01
21598	1996-03-15	regional:na	1996-01-01
21673	1996-04-01	regional:na	1996-01-01
21676	1996-04-01	regional:na	1996-01-01
21677	1996-04-01	regional:na	1996-01-01
21743	1996-05-01	regional:na	1996-01-01
21752	1996-05-10	regional:na	1996-01-01
21755	1995-12-14	regional:jp	1995-01-01
21759	1996-05-15	regional:na	1996-01-01
21803	1996-06-01	regional:na	1996-01-01
21881	1996-07-01	regional:na	1996-01-01
21952	1996-08-01	regional:na	1996-01-01
21989	1996-08-15	regional:na	1996-01-01
22029	1996-03-29	regional:jp	1996-01-01
22152	1996-10-01	regional:na	1996-01-01
22156	1996-10-01	regional:na	1996-01-01
22158	1996-10-01	regional:na	1996-01-01
22234	1996-01-19	regional:jp	1996-01-01
22247	1996-10-31	regional:na	1996-01-01
22248	1996-10-31	regional:na	1996-01-01
22260	1996-03-22	regional:jp	1996-01-01
22261	1996-11-01	regional:na	1996-01-01
22273	1996-10-18	regional:jp	1996-01-01
22274	1996-11-01	regional:na	1996-01-01
22287	1996-11-01	regional:na	1996-01-01
22294	1996-11-05	regional:na	1996-01-01
22303	1996-11-11	regional:na	1996-01-01
22309	1996-11-14	regional:na	1996-01-01
22310	1996-11-14	regional:na	1996-01-01
22344	1996-11-21	regional:na	1996-01-01
22378	1996-11-27	regional:na	1996-01-01
22414	1996-08-30	regional:jp	1996-01-01
22425	1996-12-01	regional:na	1996-01-01
22430	1996-12-01	regional:na	1996-01-01
22432	1996-09-27	regional:jp	1996-01-01
22433	1996-12-01	regional:na	1996-01-01
22570	1997-07-04	wikidata:Q4642330	1997-01-01
22572	1997-09-30	wikidata:Q2818442	1997-01-01
22573	1997-02-28	wikidata:Q4656841	1997-01-01
22576	1997-08-31	wikidata:Q4673939	1997-01-01
22584	1997-10-15	wikidata:Q220767	1997-01-01
22587	1997-12-31	wikidata:Q4765051	1997-01-01
22590	1997-09-30	wikidata:Q756646	1997-01-01
22591	1997-09-30	wikidata:Q756646	1997-01-01
22592	1997-07-31	wikidata:Q2564819	1997-01-01
22594	1997-03-14	wikidata:Q4830839	1997-01-01
22598	1997-04-30	wikidata:Q4873149	1997-01-01
22599	1997-04-30	wikidata:Q4873151	1997-01-01
22601	1997-12-05	wikidata:Q639840	1997-01-01
22603	1997-07-31	wikidata:Q389138	1997-01-01
22605	1997-10-31	wikidata:Q881018	1997-01-01
22608	1997-05-31	wikidata:Q885083	1997-01-01
22610	1997-09-12	wikidata:Q46993158	1997-01-01
22615	1997-10-17	wikidata:Q544818	1997-01-01
22634	1997-09-30	wikidata:Q1099159	1997-01-01
22635	1997-03-28	wikidata:Q953511	1997-01-01
22636	1997-09-30	wikidata:Q5135186	1997-01-01
22637	1997-06-01	wikidata:Q13561372	1997-01-01
22640	1997-12-30	wikidata:Q69523181	1997-01-01
22645	1997-10-03	wikidata:Q2995315	1997-01-01
22646	1997-10-03	wikidata:Q2995315	1997-01-01
22651	1997-09-29	wikidata:Q2292512	1997-01-01
22656	1997-10-23	wikidata:Q629400	1997-01-01
22657	1997-08-31	wikidata:Q1166216	1997-01-01
22659	1997-03-31	wikidata:Q16259395	1997-01-01
22663	1997-12-31	wikidata:Q5256311	1997-01-01
22664	1997-11-24	wikidata:Q669687	1997-01-01
22675	1997-06-26	wikidata:Q1265742	1997-01-01
22676	1997-06-26	wikidata:Q1265742	1997-01-01
22678	1997-05-23	wikidata:Q720456	1997-01-01
22679	1997-01-24	wikidata:Q3717526	1997-01-01
22686	1997-04-15	wikidata:Q3054077	1997-01-01
22687	1997-12-01	wikidata:Q966511	1997-01-01
22689	1997-06-30	wikidata:Q5422310	1997-01-01
22691	1997-06-17	wikidata:Q913223	1997-01-01
22692	1997-06-17	wikidata:Q913223	1997-01-01
22693	1997-10-10	wikidata:Q60102	1997-01-01
22694	1997-10-10	wikidata:Q60102	1997-01-01
22696	1997-10-31	wikidata:Q1411913	1997-01-01
22697	1997-01-31	regional:jp	1997-01-01
22698	1997-11-30	wikidata:Q2382138	1997-01-01
22700	1997-11-30	wikidata:Q5459248	1997-01-01
22704	1997-08-15	wikidata:Q5467234	1997-01-01
22705	1997-04-01	wikidata:Q7734837	1997-01-01
22706	1997-09-30	wikidata:Q1775040	1997-01-01
22709	1997-09-30	wikidata:Q5505250	1997-01-01
22710	1997-05-31	wikidata:Q102163615	1997-01-01
22713	1997-02-28	wikidata:Q3093025	1997-01-01
22714	1997-09-30	wikidata:Q1484061	1997-01-01
22727	1997-06-20	wikidata:Q374320	1997-01-01
22728	1997-08-31	wikidata:Q284203	1997-01-01
22729	1997-04-30	wikidata:Q1423930	1997-01-01
22733	1997-02-28	regional:jp	1997-01-01
22737	1997-08-31	wikidata:Q386452	1997-01-01
22741	1997-02-28	wikidata:Q153602	1997-01-01
22742	1997-09-30	wikidata:Q339056	1997-01-01
22743	1997-02-28	wikidata:Q6016025	1997-01-01
22744	1997-06-30	wikidata:Q3153293	1997-01-01
22745	1997-03-28	wikidata:Q1431368	1997-01-01
22763	1997-03-25	wikidata:Q1748744	1997-01-01
22768	1997-02-03	wikidata:Q6424206	1997-01-01
22771	1997-09-30	wikidata:Q3217112	1997-01-01
22772	1997-09-30	wikidata:Q3217112	1997-01-01
22773	1997-03-30	wikidata:Q1149590	1997-01-01
22775	1997-09-26	wikidata:Q4992301	1997-01-01
22776	1997-05-31	wikidata:Q3238390	1997-01-01
22777	1997-10-02	wikidata:Q1317822	1997-01-01
22778	1997-05-31	wikidata:Q2380244	1997-01-01
22779	1997-05-31	wikidata:Q2380244	1997-01-01
22781	1997-08-31	wikidata:Q28127023	1997-01-01
22782	1997-05-07	wikidata:Q1881315	1997-01-01
22783	1997-05-07	wikidata:Q1881315	1997-01-01
22784	1997-08-31	wikidata:Q6723670	1997-01-01
22785	1997-07-31	wikidata:Q3275491	1997-01-01
22786	1997-07-31	wikidata:Q3275491	1997-01-01
22787	1997-09-30	wikidata:Q3843127	1997-01-01
22788	1997-03-06	wikidata:Q4043590	1997-01-01
22794	1997-02-28	wikidata:Q16258833	1997-01-01
22796	1997-09-30	wikidata:Q1851681	1997-01-01
22798	1997-12-18	wikidata:Q3179262	1997-01-01
22799	1997-08-01	wikidata:Q1203511	1997-01-01
22801	1997-07-31	wikidata:Q6840122	1997-01-01
22802	1997-09-16	wikidata:Q10329637	1997-01-01
22810	1997-08-31	wikidata:Q1997345	1997-01-01
22812	1997-11-25	wikidata:Q2290426	1997-01-01
22813	1997-11-01	wikidata:Q2361288	1997-01-01
22814	1997-05-14	wikidata:Q6953737	1997-01-01
22816	1997-09-30	wikidata:Q3334427	1997-01-01
22817	1997-09-30	wikidata:Q3334427	1997-01-01
22819	1997-03-31	wikidata:Q1139035	1997-01-01
22821	1997-09-30	wikidata:Q536833	1997-01-01
22822	1997-08-31	wikidata:Q1064350	1997-01-01
22825	1997-03-01	wikidata:Q2302060	1997-01-01
22827	1997-10-01	wikidata:Q2042305	1997-01-01
22828	1997-02-28	wikidata:Q382556	1997-01-01
22829	1997-06-30	wikidata:Q7122462	1997-01-01
22830	1997-09-30	wikidata:Q1280928	1997-01-01
22832	1997-10-31	wikidata:Q1346732	1997-01-01
22835	1997-05-23	regional:jp	1997-01-01
22840	1997-11-14	wikidata:Q1049783	1997-01-01
22845	1997-11-21	wikidata:Q28126683	1997-01-01
22849	1997-12-09	wikidata:Q737103	1997-01-01
22850	1997-03-01	wikidata:Q7272679	1997-01-01
22851	1997-03-28	wikidata:Q7277468	1997-01-01
22854	1997-09-30	wikidata:Q3418569	1997-01-01
22856	1997-07-09	wikidata:Q28126745	1997-01-01
22863	1997-10-30	wikidata:Q3422662	1997-01-01
22864	1997-04-30	wikidata:Q2136372	1997-01-01
22868	1997-10-29	wikidata:Q2265002	1997-01-01
22879	1997-03-31	wikidata:Q3478656	1997-01-01
22881	1997-12-31	wikidata:Q3481162	1997-01-01
22882	1997-05-13	wikidata:Q1930787	1997-01-01
22886	1997-10-14	wikidata:Q3135815	1997-01-01
22892	1997-10-31	wikidata:Q282945	1997-01-01
22895	1997-10-17	wikidata:Q3161366	1997-01-01
22898	1997-09-01	wikidata:Q5385821	1997-01-01
22899	1997-12-31	wikidata:Q7601071	1997-01-01
22900	1997-10-10	wikidata:Q55291	1997-01-01
22902	1997-04-17	wikidata:Q55314	1997-01-01
22903	1997-03-01	wikidata:Q55265	1997-01-01
22907	1997-10-31	wikidata:Q2265268	1997-01-01
22913	1997-09-30	wikidata:Q3284431	1997-01-01
22918	1997-11-17	wikidata:Q7699099	1997-01-01
22920	1997-08-31	wikidata:Q7703199	1997-01-01
22922	1997-02-28	wikidata:Q3519027	1997-01-01
22930	1997-10-31	wikidata:Q1137217	1997-01-01
22931	1997-04-01	wikidata:Q7734837	1997-01-01
22932	1997-03-30	wikidata:Q1149590	1997-01-01
22947	1997-06-30	wikidata:Q7765627	1997-01-01
22949	1997-03-31	wikidata:Q588710	1997-01-01
22950	1997-03-31	wikidata:Q588710	1997-01-01
22953	1997-11-30	wikidata:Q7815318	1997-01-01
22954	1997-10-31	wikidata:Q816451	1997-01-01
22957	1997-09-30	wikidata:Q951384	1997-01-01
22959	1997-07-01	wikidata:Q113859383	1997-01-01
22961	1997-02-28	wikidata:Q2431467	1997-01-01
22964	1997-09-24	wikidata:Q1043550	1997-01-01
22967	1997-12-12	wikidata:Q907782	1997-01-01
22972	1996-08-01	regional:br	1996-01-01
22976	1997-08-31	wikidata:Q7968453	1997-01-01
22977	1997-11-30	wikidata:Q3566228	1997-01-01
22981	1997-11-30	wikidata:Q477882	1997-01-01
22986	1997-12-31	wikidata:Q2597789	1997-01-01
22988	1997-06-30	wikidata:Q2529701	1997-01-01
22989	1997-06-30	wikidata:Q2529701	1997-01-01
22993	1997-08-22	wikidata:Q2791899	1997-01-01
22999	1997-10-31	wikidata:Q2102039	1997-01-01
23036	1997-01-10	regional:jp	1997-01-01
23122	1997-03-01	regional:na	1997-01-01
23172	1997-03-26	regional:na	1997-01-01
23214	1997-03-31	regional:na	1997-01-01
23236	1997-04-10	regional:na	1997-01-01
23318	1998-09-23	wikidata:Q2066662	1998-01-01
23320	1997-05-14	regional:na	1997-01-01
23416	1997-06-30	regional:na	1997-01-01
23417	2000-04-01	raw	2000-01-01
23418	1997-06-30	regional:na	1997-01-01
23420	1997-06-30	regional:na	1997-01-01
23421	1997-06-30	regional:na	1997-01-01
23429	1997-07-01	regional:na	1997-01-01
23430	1997-07-01	regional:na	1997-01-01
23523	1996-12-27	regional:jp	1996-01-01
23568	1997-08-26	regional:na	1997-01-01
23625	1997-09-16	regional:na	1997-01-01
23694	1997-10-01	regional:na	1997-01-01
23703	1997-06-27	regional:jp	1997-01-01
23798	1997-01-15	regional:jp	1997-01-01
23824	1997-11-15	regional:na	1997-01-01
23904	1997-12-01	regional:na	1997-01-01
23905	1997-12-01	regional:na	1997-01-01
23934	1997-12-05	regional:na	1997-01-01
23941	1997-03-28	regional:jp	1997-01-01
23965	1997-12-17	regional:na	1997-01-01
24031	1998-11-12	wikidata:Q2738981	1998-01-01
24032	1998-05-31	wikidata:Q4677812	1998-01-01
24039	1998-10-31	wikidata:Q515876	1998-01-01
24040	1998-07-21	wikidata:Q65040529	1998-01-01
24043	1998-09-24	wikidata:Q567250	1998-01-01
24046	1998-12-01	wikidata:Q4804283	1998-01-01
24048	1998-08-20	wikidata:Q4830589	1998-01-01
24050	1998-12-21	wikidata:Q663583	1998-01-01
24051	1998-02-01	wikidata:Q63049638	1998-01-01
24055	1998-02-28	wikidata:Q811025	1998-01-01
24057	1998-02-28	wikidata:Q4920619	1998-01-01
24058	1998-01-28	wikidata:Q4925615	1998-01-01
24061	1998-10-31	wikidata:Q2721689	1998-01-01
24062	1998-12-24	raw	1998-01-01
24064	1998-12-08	wikidata:Q4964438	1998-01-01
24065	1998-09-28	wikidata:Q2927045	1998-01-01
24066	1998-11-18	wikidata:Q1171293	1998-01-01
24067	1998-03-20	wikidata:Q65067511	1998-01-01
24070	1998-02-15	wikidata:Q5015322	1998-01-01
24073	1998-11-30	wikidata:Q660034	1998-01-01
24075	1998-11-30	raw	1998-01-01
24076	1998-10-31	wikidata:Q5060162	1998-01-01
24080	1998-10-18	wikidata:Q5125553	1998-01-01
24081	1998-12-31	wikidata:Q5135193	1998-01-01
24084	1998-07-31	wikidata:Q2278202	1998-01-01
24094	1998-09-30	wikidata:Q1565437	1998-01-01
24097	1998-12-16	wikidata:Q5206573	1998-01-01
24099	1998-02-28	wikidata:Q3020580	1998-01-01
24100	1998-03-19	wikidata:Q2233550	1998-01-01
24101	1998-09-30	wikidata:Q1184892	1998-01-01
24103	1998-03-19	wikidata:Q1125377	1998-01-01
24104	1998-02-28	wikidata:Q1984531	1998-01-01
24105	1998-01-23	wikidata:Q3032256	1998-01-01
24108	1998-06-11	wikidata:Q3034910	1998-01-01
24110	1998-12-18	raw	1998-01-01
24111	1998-09-25	raw	1998-01-01
24114	1998-10-31	wikidata:Q2723207	1998-01-01
24115	1998-07-31	wikidata:Q1312246	1998-01-01
24116	1998-10-31	wikidata:Q3734824	1998-01-01
24117	1998-10-20	wikidata:Q5422358	1998-01-01
24118	1998-11-17	wikidata:Q3062635	1998-01-01
24120	1998-10-31	wikidata:Q2420155	1998-01-01
24124	1998-12-11	raw	1998-01-01
24125	1998-12-12	wikidata:Q2631873	1998-01-01
24126	1998-09-30	wikidata:Q910938	1998-01-01
24132	1998-04-30	wikidata:Q1633977	1998-01-01
24133	1998-03-06	wikidata:Q19658431	1998-01-01
24137	1998-08-31	wikidata:Q1643114	1998-01-01
24138	1998-11-20	raw	1998-01-01
24139	1998-11-20	raw	1998-01-01
24141	1998-08-22	wikidata:Q11699731	1998-01-01
24142	1998-12-01	raw	1998-01-01
24143	1998-01-31	wikidata:Q1143139	1998-01-01
24144	1998-11-16	wikidata:Q3099937	1998-01-01
24146	1998-10-30	wikidata:Q592507	1998-01-01
24149	1998-07-31	wikidata:Q544667	1998-01-01
24150	1998-10-31	wikidata:Q2251404	1998-01-01
24151	1998-10-21	raw	1998-01-01
24154	1998-11-13	raw	1998-01-01
24155	1998-07-16	wikidata:Q2548654	1998-01-01
24156	1998-10-15	wikidata:Q16259669	1998-01-01
24159	1998-03-23	wikidata:Q1814896	1998-01-01
24160	1998-04-14	wikidata:Q1194566	1998-01-01
24161	1998-12-18	wikidata:Q2514657	1998-01-01
24172	1998-10-31	wikidata:Q1987167	1998-01-01
24173	1998-12-11	raw	1998-01-01
24175	1998-12-01	wikidata:Q1742190	1998-01-01
24176	1998-09-18	wikidata:Q628362	1998-01-01
24178	1998-12-01	raw	1998-01-01
24180	1998-02-04	wikidata:Q6518539	1998-01-01
24181	1998-10-26	wikidata:Q5232301	1998-01-01
24184	1998-11-26	regional:jp	1998-01-01
24185	1998-09-30	wikidata:Q6666240	1998-01-01
24186	1998-12-11	raw	1998-01-01
24188	1998-12-01	raw	1998-01-01
24190	1998-02-28	wikidata:Q6713667	1998-01-01
24192	1998-09-30	wikidata:Q3275508	1998-01-01
24193	1998-11-01	wikidata:Q4043606	1998-01-01
24194	1998-12-23	raw	1998-01-01
24208	1998-06-24	wikidata:Q1644673	1998-01-01
24209	1998-12-01	raw	1998-01-01
