release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
14520	Nail 'n' Scale Dragon Tail JP	Game Boy	1990-12-13	65.0		I'Max JP Data East NA/EU	Bit2		Cartridge	1990-12-13	1992-04-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14521	Paperboy 2	Game Boy	1992-01-01	65.0		Mindscape	Eastridge Technology	action game	Cartridge		1992-04-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14522	Paperboy 2	Nintendo Entertainment System	1992-01-01	65.0		Mindscape	Eastridge Technology	action game	Cartridge		1992-04-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14523	Raiden Trad •Raiden DensetsuJP	Super Nintendo Entertainment System	1991-11-29	65.0		Toei Animation (JP) Electro Brain (NA)	Seibu KaihatsuMicronics		Cartridge	1991-11-29	1992-04-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14524	Square Deal: The Game of Two Dimensional Poker Cadillac II JP	Game Boy	1990-11-30	65.0		Hect JP DTMC NA	Hect		Cartridge	1990-11-30	1992-04-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14525	Super Adventure Island •Takahashi Meijin no Daibouken JimaJP	Super Nintendo Entertainment System	1992-01-11	65.0		Hudson Soft	Produce		Cartridge	1992-01-11	1992-04-01	1992-11-19			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14526	Super Hunchback	Game Boy	1992-01-01	65.0		Ocean NA/EU Imagineer JP	Ocean	action game	Cartridge	1992-06-26	1992-04-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14527	Super Off Road	Sega Genesis	1992-04-01	65.0		Ballistic	Software Creations	racing video game	Cartridge		1992-04-01	1992-07-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14528	Syd of Valis	Sega Genesis	1992-02-14	65.0		Laser Soft Renovation Products	I.S.C.	action game	Cartridge	1992-02-14	1992-04-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14529	The Mutant Virus: Crisis in a Computer World	Nintendo Entertainment System	1992-04-01	65.0		American Softworks Corporation	Rocket Science Productions	action game	Cartridge		1992-04-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14530	Top Gear •Top RacerJP	Super Nintendo Entertainment System	1992-03-27	65.0		Kemco	Gremlin Interactive		Cartridge	1992-03-27	1992-04-01	1992-11-19			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14531	Toxic Crusaders	Nintendo Entertainment System	1992-04-01	65.0		Bandai	Tose		Cartridge		1992-04-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14532	Traysia	Sega Genesis	1992-02-14	65.0		RiotJP Renovation ProductsNA	Telenet Japan	role-playing video game	Cartridge	1992-02-14	1992-04-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14533	True Golf Classics: Pebble Beach Golf Links •Pebble Beach no HatouJP	Super Nintendo Entertainment System	1992-01-01	65.0		T&E Soft	T&E Soft		Cartridge	1992-04-10	1992-04-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14534	Ultimate Air Combat Aces: Iron Eagle IIIJP	Nintendo Entertainment System	1992-04-01	65.0		ActivisionNA/PAL Pack-In-VideoJP	Activision		Cartridge	1992-08-07	1992-04-01	1992-11-01			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14535	Wizardry: Knight of Diamonds - The Second Scenario	Nintendo Entertainment System	1990-03-09	65.0		ASCII	Game Studio		Cartridge	1990-03-09	1992-04-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14536	World League Soccer •Pro SoccerJP	Super Nintendo Entertainment System	1991-09-20	65.0		Imagineer (JP) Mindscape (NA)	Anco		Cartridge	1991-09-20	1992-04-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14537	Xardion •Choukou Gasshin SādionJP	Super Nintendo Entertainment System	1992-03-20	65.0		Asmik Ace Entertainment	Asmik Ace Entertainment		Cartridge	1992-03-20	1992-04-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14538	Super Raiden	TurboGrafx-16	1992-04-02	65.0		Hudson Soft	Seibu Kaihatsu	shoot 'em up	Commercial	1992-04-02					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14539	Chō Jikū Yōsai Macross 2036	TurboGrafx-16	1992-04-03	65.0		Masaya			Commercial	1992-04-03					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14540	Nekketsu Kōkō Dodgeball Bu: PC Soccer Hen	TurboGrafx-16	1992-04-03	65.0		Naxat Soft			Commercial	1992-04-03					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14541	Othello World	Super Nintendo Entertainment System	1992-04-05	65.0		Tsukuda Original	Dice		Cartridge	1992-04-05					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14542	A Ressha de Ikō MD	Sega Genesis	1992-04-10	65.0		Sega	M.N.M Software		Cartridge	1992-04-10					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14543	The Legend of Zelda: A Link to the Past •Zelda no Densetsu: Kamigami no TriforceJP	Super Nintendo Entertainment System	1991-11-21	65.0		Nintendo	Nintendo EAD		Cartridge	1991-11-21	1992-04-13	1992-09-24			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14544	Baseball Stars 2	Neo Geo	1992-04-15	65.0		SNK	SNK	sports video game	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
14545	DX Bakenou Z	Game Boy	1992-04-17	65.0		Asmik Ace Entertainment	Graphic Research		Cartridge	1992-04-17					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14546	Hirake! Ponkikki	Nintendo Entertainment System	1992-04-17	65.0		Takara	Minato Giken		Cartridge	1992-04-17					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14547	Masuzoe Yōichi: Asa Made Famicom	Nintendo Entertainment System	1992-04-17	65.0		Coconuts Japan	Coconuts Japan		Cartridge	1992-04-17					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14548	Hercules no Eikou III	Super Nintendo Entertainment System	1992-04-24	65.0		Data East	Data East		Cartridge	1992-04-24					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14549	Honō no Dōkyūji: Dodge Danpei	Game Boy	1992-04-24	65.0		Hudson Soft	Hudson Soft	action anime and manga	Cartridge	1992-04-24					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14550	Hyper Pro Yakyuu '92	Game Gear	1992-04-24	65.0		Sega	Sega		Cartridge	1992-04-24					https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14551	Jantei Monogatari 2: Uchū Tantei Diban: Kanketsu Hen	TurboGrafx-16	1992-04-24	65.0		Atlus			Commercial	1992-04-24					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14552	Magical Taruruto-kun	Sega Genesis	1992-04-24	65.0		Sega	Game Freak	comedy anime and manga	Cartridge	1992-04-24					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14553	Maka Maka	Super Nintendo Entertainment System	1992-04-24	65.0		Sigma Enterprises	Office Koukan		Cartridge	1992-04-24					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14554	Star Parodier	TurboGrafx-16	1992-04-24	65.0		Hudson Soft	Hudson Soft	shoot 'em up	Commercial	1992-04-24					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14555	Hyokkori Hyōtanjima: Nazo no Kaizokusen	Nintendo Entertainment System	1992-04-25	65.0		Yutaka	Sol Corporation		Cartridge	1992-04-25					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14556	F-1 Grand Prix	Super Nintendo Entertainment System	1992-04-28	65.0		Video System	Video System		Cartridge	1992-04-28					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14557	Pocket Battle	Game Boy	1992-04-28	65.0		Sigma Enterprises			Cartridge	1992-04-28					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14558	Ninja Commando	Neo Geo	1992-04-30	65.0		SNK, Alpha Denshi	Alpha Denshi	shoot 'em up	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
14559	Alex Demeo's Race America Corvette ZR-1 ChallengePAL	Nintendo Entertainment System	1990-01-01	65.0		Milton BradleyPAL Absolute EntertainmentNA	Imagineering		Cartridge		1992-05-01	1990-01-01			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14560	Arcana •Card Master: Rimsalia no FuuinJP	Super Nintendo Entertainment System	1992-03-27	65.0		HAL Laboratory	HAL Laboratory		Cartridge	1992-03-27	1992-05-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14561	Ballistix	TurboGrafx-16	1991-12-13	65.0		NEC (US) Coconuts Japan (JP)	Ubisoft Reflections	sports video game	Commercial	1991-12-13	1992-05-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14562	Batman: Return of the Joker	Game Boy	1992-01-01	65.0		Sunsoft	Sunsoft	action-adventure game	Cartridge	1992-03-28	1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14563	Bulls vs Lakers and the NBA Playoffs	Sega Genesis	1992-05-01	65.0		Electronic Arts Sports NetworkWW Electronic Arts VictorJP	Electronic Arts	basketball video game	Cartridge	1993-04-02	1992-05-01	1992-08-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14564	George Foreman's KO BoxingWW Heavyweight ChampJP	Game Gear	1991-12-27	65.0		SIMSJP Flying EdgeWW	SIMS		Cartridge	1991-12-27	1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14565	Jack Nicklaus Golf	Game Boy	1992-01-01	65.0		Tradewest	Sculptured Software		Cartridge		1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14566	Jack Nicklaus Golf	Super Nintendo Entertainment System	1992-01-01	65.0		Tradewest	Leland Interactive Media		Cartridge		1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14567	Krusty's Fun House	Game Gear	1992-05-01	65.0		Flying Edge	Audiogenic	puzzle video game	Cartridge		1992-05-01	1993-05-01			https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14568	NBA All-Star Challenge 2	Game Boy	1992-01-01	65.0		LJN NA/EU Acclaim Japan JP	Beam Software	basketball video game	Cartridge	1993-04-16	1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14569	Night Creatures	TurboGrafx-16	1992-05-01	65.0		NEC		horror film	Commercial		1992-05-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14570	Romance of the Three Kingdoms II •Super Sangokushi IIJP	Super Nintendo Entertainment System	1991-09-15	65.0		Koei	Koei		Cartridge	1991-09-15	1992-05-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14571	Roundball: 2 on 2 Challenge	Nintendo Entertainment System	1992-01-01	65.0		Mindscape	Park Place Productions	sports video game	Cartridge		1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14572	Spriggan Mk. II	TurboGrafx-16	1992-05-01	65.0		Naxat Soft			Commercial	1992-05-01					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14573	Steel Empire Empire of SteelPAL	Sega Genesis	1992-01-01	65.0		Hot-BJP Flying EdgeWW	Hot-B		Cartridge	1992-03-13	1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14574	Super Soccer •Super Formation SoccerJP	Super Nintendo Entertainment System	1991-12-13	65.0		Human Entertainment (JP) Nintendo (NA/PAL)	Human Entertainment		Cartridge	1991-12-13	1992-05-01	1992-04-11			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14575	The Rocketeer	Super Nintendo Entertainment System	1992-02-28	65.0		IGS	NovaLogic		Cartridge	1992-02-28	1992-05-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14576	Turn and Burn: The F-14 Dogfight Simulator Phantom Air Mission EU	Game Boy	1992-01-01	65.0		Absolute Entertainment NA ActivisionEU	Imagineering		Cartridge		1992-05-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14577	Wacky Races	Nintendo Entertainment System	1991-12-25	65.0		Atlus	Atlus		Cartridge	1991-12-25	1992-05-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14578	Wimbledon	Sega Master System	1992-05-01	65.0		Sega	SIMS		Cartridge			1992-05-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14579	Panel no Ninja Kesamaru	Game Boy	1992-05-02	65.0		Epoch	Epoch & SAS Sakata		Cartridge	1992-05-02					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14580	Spider-Man vs. The Kingpin	Game Gear	1992-04-01	65.0		Flying Edge	Sega	action-adventure game	Cartridge		1992-05-19	1992-04-01			https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14581	Mahjong Taisen	Nintendo Entertainment System	1992-05-20	65.0		Nihon Bussan	Nihon Bussan		Cartridge	1992-05-20					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14582	Alien 3	Commodore Amiga	1992-01-01	65.0		Virgin		horror film	video on demand		1992-05-22			1992		
14583	Alien 3	Sega Master System	1992-10-21	65.0		Arena Entertainment	Probe Software	horror film	Cartridge		1992-05-22	1992-10-21			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14584	Hyokkori Hyoutanjima: Hyoutanjima no Daikoukai	Game Gear	1992-05-22	65.0		Sega	Japan System House		Cartridge	1992-05-22					https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14585	Kouryuu Densetsu Villgust	Super Nintendo Entertainment System	1992-05-23	65.0		Bandai	Winkysoft		Cartridge	1992-05-23					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14586	King of the Monsters 2	Neo Geo	1992-05-25	65.0		SNK	SNK	fighting game	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
14587	Aisle Lord	Sega CD	1992-05-29	65.0		Wolf Team	Wolf Team		CD	1992-05-29					https://en.wikipedia.org/wiki/List_of_Sega_CD_games	
14588	Daisenryaku II: Campaign Version	TurboGrafx-16	1992-05-29	65.0		Micro Cabin			Commercial	1992-05-29					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14589	Doraemon: Nobita no Dorabian Night (CD)	TurboGrafx-16	1992-05-29	65.0		Hudson Soft			Commercial	1992-05-29					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14590	Quiz Project Q: Cutie Project & Battle 10000	Nintendo Entertainment System	1992-05-29	65.0		Hect	Hect		Cartridge	1992-05-29					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14591	Quiz Scramble Special	Sega CD	1992-05-29	65.0		Sega	Sega		CD	1992-05-29					https://en.wikipedia.org/wiki/List_of_Sega_CD_games	
14592	X	Game Boy	1992-05-29	65.0		Nintendo	Argonaut GamesNintendo R&D1		Cartridge	1992-05-29					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14593	Zan II: Spirits	Super Nintendo Entertainment System	1992-05-29	65.0		Telenet Japan	Wolf Team		Cartridge	1992-05-29					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14594	Boxxle II Soukoban 2 JP	Game Boy	1990-06-22	65.0		Pony Canyon JP FCI NA	Atelier Double		Cartridge	1990-06-22	1992-06-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14595	Cadash	Sega Genesis	1992-06-01	65.0		Taito	Cyclone System	platform game	Cartridge		1992-06-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14596	Corporation Cyber-CopNA	Sega Genesis	1992-06-01	65.0		Virgin Games	Core Design		Cartridge		1992-06-01	1992-10-29			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14597	Cosmic Fantasy 2 •Cosmic Fantasy 2: Bōken Shōnen VanJP	TurboGrafx-16	1991-04-05	65.0		Working Designs (US) Telenet Japan (JP)			Commercial	1991-04-05	1992-06-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14598	Darkwing Duck	Nintendo Entertainment System	1992-06-01	65.0		Capcom	Capcom	children's television series	Cartridge		1992-06-01	1993-12-09			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14599	Day Dreamin' Davey	Nintendo Entertainment System	1992-06-01	65.0		HAL Laboratory	Sculptured Software	action game	Cartridge		1992-06-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14600	Ferrari Grand Prix Challenge FerrariJP	Nintendo Entertainment System	1992-06-01	65.0		Coconuts JapanJP Acclaim EntertainmentNA/PAL	System 3		Cartridge	1992-11-13	1992-06-01	1992-06-01			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14601	Garry Kitchen's Super Battletank: War in the Gulf •Super BattletankJP, PAL	Super Nintendo Entertainment System	1992-06-01	65.0		Pack-In-Video (JP) Absolute Entertainment (NA/PAL)	Imagineering		Cartridge	1993-04-23	1992-06-01	1993-03-18			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14602	Gunboat	TurboGrafx-16	1992-06-01	65.0		NEC			Commercial		1992-06-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14603	High Stakes Gambling	Game Boy	1992-06-01	65.0		Electro Brain	Sculptured Software	casino game	Cartridge		1992-06-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14604	King's Quest V	Nintendo Entertainment System	1992-06-01	65.0		Konami	Novotrade International	adventure video game	Cartridge		1992-06-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14605	Krusty's Super Fun House •Krusty WorldJP	Super Nintendo Entertainment System	1992-01-01	65.0		Acclaim Entertainment	Audiogenic		Cartridge	1993-01-29	1992-06-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14606	Olympic Gold	Sega Genesis	1992-06-01	65.0		U.S. GoldWW SegaJP	Tiertex		Cartridge	1992-07-24	1992-06-01	1992-06-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14607	Olympic Gold	Sega Master System	1992-06-01	65.0		U.S. Gold	Tiertex		Cartridge			1992-06-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14608	Pit-Fighter	Game Boy	1992-01-01	65.0		THQ	Eastridge Technology	fighting game	Cartridge		1992-06-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14609	Power Punch II	Nintendo Entertainment System	1992-06-01	65.0		American Softworks Corporation	Beam Software	boxing video game	Cartridge		1992-06-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14610	Putt & Putter	Sega Master System	1992-06-01	65.0		Sega	SIMS	sports video game	Cartridge			1992-06-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14611	Space Football: One on One •Super LinearballJP	Super Nintendo Entertainment System	1992-06-01	65.0		Triffix	Bits Studios		Cartridge	1992-11-06	1992-06-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14612	Splatterhouse 2	Sega Genesis	1992-06-01	65.0		Namco	Now Production	beat 'em up	Cartridge	1992-08-04	1992-06-01	1992-10-08			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14613	Sports Talk Baseball Pro Yakyū Super League '91JP	Sega Genesis	1991-08-30	65.0		Sega	Sega		Cartridge	1991-08-30	1992-06-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14614	Super Soccer Champ •Euro Football ChampPAL •Hat Trick HeroJP	Super Nintendo Entertainment System	1992-01-01	65.0		Taito	Taito		Cartridge	1992-03-27	1992-06-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14615	The Blues Brothers	Game Boy	1992-06-01	65.0		Titus Software	Titus Software	rhythm and blues	Cartridge		1992-06-01	1993-05-19			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14616	Thunder Spirits	Super Nintendo Entertainment System	1991-12-27	65.0		Toshiba EMI (JP) Seika Corporation (NA)	Technosoft	shoot 'em up	Cartridge	1991-12-27	1992-06-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14617	Warrior of Rome II Caesar no Yabou IIJP	Sega Genesis	1992-05-28	65.0		Micronet	Micronet		Cartridge	1992-05-28	1992-06-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14618	Yoshi Mario & YoshiPAL	Nintendo Entertainment System	1991-12-14	65.0		Nintendo	Game Freak		Cartridge	1991-12-14	1992-06-01	1992-12-10			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14619	Sangokushi II: Haō no Tairiku	Nintendo Entertainment System	1992-06-10	65.0		Namco	Tose		Cartridge	1992-06-10					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14620	Adventure Quiz: Capcom World / Hatena no Daibōken	TurboGrafx-16	1992-06-12	65.0		Hudson Soft			Commercial	1992-06-12					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14621	Gambler Jiko Chuushinha	Game Gear	1992-06-12	65.0		Sega	Yellow Horn		Cartridge	1992-06-12					https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14622	Andro Dunos	Neo Geo	1992-06-15	65.0		SNK, Visco	Visco	shooter game	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
14623	Batman Returns	Atari Lynx	1992-01-01	65.0		Atari Corporation	Atari Corporation	neo-noir	Cartridge		1992-06-19			1992	https://en.wikipedia.org/wiki/List_of_Atari_Lynx_games	
14624	Batman Returns	Commodore Amiga	1993-01-01	65.0		Gametek		neo-noir	video on demand		1992-06-19			1993		
14625	Batman Returns	DOS	1993-01-01	65.0		Konami	Spirit of Discovery (Game developers)	neo-noir	Floppy/CD		1992-06-19			1993	https://en.wikipedia.org/wiki/Index_of_DOS_games_(B)	
14626	Batman Returns	Sega Master System	1993-01-01	65.0		SegaPAL Tec ToyBR	Aspect	neo-noir	Cartridge		1992-06-19	1993-03-01	1993-01-01		https://en.wikipedia.org/wiki/List_of_Master_System_games	
14627	Koushien 2	Super Nintendo Entertainment System	1992-06-19	65.0		K Amusement Leasing	Affect		Cartridge	1992-06-19					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14628	Magical Taruruto-kun 2: Mahō Daibouken	Nintendo Entertainment System	1992-06-19	65.0		Bandai	Tose		Cartridge	1992-06-19					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14629	Mahou no Shoujo: Silky Lip	Sega CD	1992-06-19	65.0		Telenet Japan	Riot		CD	1992-06-19					https://en.wikipedia.org/wiki/List_of_Sega_CD_games	
14630	Super Shougi	Super Nintendo Entertainment System	1992-06-19	65.0		I'MAX			Cartridge	1992-06-19					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14631	Top Pro Golf	Sega Genesis	1992-06-19	65.0		Soft Vision	Soft Vision		Cartridge	1992-06-19					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14632	Super Space Invaders	Sega Master System	1992-06-24	65.0		Domark	The Kremlin	shoot 'em up	Cartridge			1992-06-24			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14633	Genocide	TurboGrafx-16	1992-06-25	65.0		Brain Gray			Commercial	1992-06-25					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14634	The Tower of Druaga	TurboGrafx-16	1992-06-25	65.0		Namco	Namco	maze video game	Commercial	1992-06-25					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14635	Top o Nerae! GunBuster Vol. 1	TurboGrafx-16	1992-06-25	65.0		Riverhillsoft			Commercial	1992-06-25					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14636	Esper Dream 2: Arata naru Tatakai	Nintendo Entertainment System	1992-06-26	65.0		Konami	Konami		Cartridge	1992-06-26					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14637	F1 Circus Special	TurboGrafx-16	1992-06-26	65.0		Nihon Bussan			Commercial	1992-06-26					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14638	Rayxanber III	TurboGrafx-16	1992-06-26	65.0		Data West	DATA WEST	horizontally scrolling shooter	Commercial	1992-06-26					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14639	Seiryaku Simulation: Inbō no Wakusei: Shancara	Nintendo Entertainment System	1992-06-26	65.0		IGS	IGS		Cartridge	1992-06-26					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14640	Sougou Kakutougi: Astral Bout	Super Nintendo Entertainment System	1992-06-26	65.0		King Records	A-Wave	fighting game	Cartridge	1992-06-26					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14641	Tōgi Ō: King Colossus	Sega Genesis	1992-06-26	65.0		Sega	Sega	role-playing video game	Cartridge	1992-06-26					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14642	Yokoyama Mitsuteru: Sangokushi	Super Nintendo Entertainment System	1992-06-26	65.0		Angel	Tose		Cartridge	1992-06-26					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14643	Advanced Dungeons & Dragons: DragonStrike	Nintendo Entertainment System	1992-07-01	65.0		FCI	Westwood Associates	role-playing video game	Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14644	Air Rescue	Sega Master System	1992-07-01	65.0		Sega	SIMS	action game	Cartridge			1992-07-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14645	Arch Rivals	Sega Genesis	1992-07-01	65.0		Flying Edge	Arc Developments	sports video game	Cartridge		1992-07-01	1992-11-12			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14646	Atomic Runner ChelnovJP	Sega Genesis	1992-01-01	65.0		Data EastNA/JP SegaPAL	Data East		Cartridge	1992-10-16	1992-07-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14647	Baseball Stars 2	Nintendo Entertainment System	1992-07-01	65.0		Romstar	Pixel	sports video game	Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14648	Clue	Super Nintendo Entertainment System	1992-07-01	65.0		Parker Brothers	Sculptured Software		Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14649	Defenders of Dynatron City	Nintendo Entertainment System	1992-07-01	65.0		JVC Musical Industries	Lucasfilm Games	action game	Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14650	Dragon's Fury Devil Crash MDJP	Sega Genesis	1991-10-10	65.0		TechnosoftJP TengenWW	Technosoft		Cartridge	1991-10-10	1992-07-01	1992-09-24			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
